model,image,gt_index,epsilon,method,iou,iou_0.5,iou_0.7,time
yolo11x,000000076417,3,1/255,rcp,0.9113080130003499,0.9113080130003499,0.9113080130003499,693.7007123947144
yolo11x,000000076417,3,1/255,square_attack,0.8897872567176819,0.8897872567176819,0.8897872567176819,140.48841753005982
yolo11x,000000076417,3,2/255,odpv,0.8845462799072266,0.8845462799072266,0.8845462799072266,53.62917137145996
yolo11x,000000076417,3,2/255,pgd,0.0,0.0,0.0,1.6005388736724853
yolo11x,000000076417,3,2/255,rcp,0.9096497169642277,0.9096497169642277,0.9096497169642277,692.6458085536957
yolo11x,000000076417,3,2/255,square_attack,0.8490089774131775,0.8490089774131775,0.8490089774131775,137.74014925956726
yolo11x,000000076417,4,1/255,odpv,0.0,0.0,0.0,0.0023736953735351562
yolo11x,000000076417,4,1/255,pgd,0.0,0.0,0.0,1.931938886642456
yolo11x,000000076417,4,1/255,rcp,0.0,0.0,0.0,693.7007123947144
yolo11x,000000076417,4,1/255,square_attack,0.0,0.0,0.0,140.48841753005982
yolo11x,000000076417,4,2/255,odpv,0.0,0.0,0.0,0.002377033233642578
yolo11x,000000076417,4,2/255,pgd,0.0,0.0,0.0,1.6005388736724853
yolo11x,000000076417,4,2/255,rcp,0.0,0.0,0.0,692.6458085536957
yolo11x,000000076417,4,2/255,square_attack,0.0,0.0,0.0,137.74014925956726
yolo11x,000000079034,0,1/255,odpv,0.9660218954086304,0.9660218954086304,0.9660218954086304,53.031962394714355
yolo11x,000000079034,0,1/255,pgd,0.6571677923202515,0.6571677923202515,0.0,2.0236844221750894
yolo11x,000000079034,0,1/255,rcp,0.9812387519289986,0.9812387519289986,0.9812387519289986,577.3274139960607
yolo11x,000000079034,0,1/255,square_attack,0.9609262347221375,0.9609262347221375,0.9609262347221375,132.06987206141153
yolo11x,000000079034,0,2/255,odpv,0.9613267183303833,0.9613267183303833,0.9613267183303833,53.16088819503784
yolo11x,000000079034,0,2/255,pgd,0.0,0.0,0.0,1.3097251256306965
yolo11x,000000079034,0,2/255,rcp,0.9795034628625884,0.9795034628625884,0.9795034628625884,568.2529255151749
yolo11x,000000079034,0,2/255,square_attack,0.908249020576477,0.908249020576477,0.908249020576477,143.26464323202768
yolo11x,000000079034,1,1/255,odpv,0.6107367873191833,0.6107367873191833,0.0,53.08505201339722
yolo11x,000000079034,1,1/255,pgd,0.0,0.0,0.0,2.0236844221750894
yolo11x,000000079034,1,1/255,rcp,0.6413217346214729,0.6413217346214729,0.0,577.3274139960607
yolo11x,000000079034,1,1/255,square_attack,0.5940655469894409,0.5940655469894409,0.0,132.06987206141153
yolo11x,000000079034,1,2/255,odpv,0.5542844533920288,0.5542844533920288,0.0,53.08501672744751
yolo11x,000000079034,1,2/255,pgd,0.0,0.0,0.0,1.3097251256306965
yolo11x,000000079034,1,2/255,rcp,0.620103047095284,0.620103047095284,0.0,568.2529255151749
yolo11x,000000079034,1,2/255,square_attack,0.5608842372894287,0.5608842372894287,0.0,143.26464323202768
yolo11x,000000079034,2,1/255,odpv,0.7444987893104553,0.7444987893104553,0.7444987893104553,53.215683698654175
yolo11x,000000079034,2,1/255,pgd,0.0,0.0,0.0,2.0236844221750894
yolo11x,000000079034,2,1/255,rcp,0.8892452988544414,0.8892452988544414,0.8892452988544414,577.3274139960607
yolo11x,000000079034,2,1/255,square_attack,0.7371455430984497,0.7371455430984497,0.7371455430984497,132.06987206141153
yolo11x,000000079034,2,2/255,odpv,0.6851201057434082,0.6851201057434082,0.0,53.2601478099823
yolo11x,000000079034,2,2/255,pgd,0.0,0.0,0.0,1.3097251256306965
yolo11x,000000079034,2,2/255,rcp,0.8730484870503518,0.8730484870503518,0.8730484870503518,568.2529255151749
yolo11x,000000079034,2,2/255,square_attack,0.625618040561676,0.625618040561676,0.0,143.26464323202768
yolo11x,000000079034,3,1/255,odpv,0.0,0.0,0.0,0.10295438766479492
yolo11x,000000079034,3,1/255,pgd,0.0,0.0,0.0,2.0236844221750894
yolo11x,000000079034,3,1/255,rcp,0.4745889580753618,0.0,0.0,577.3274139960607
yolo11x,000000079034,3,1/255,square_attack,0.468190997838974,0.0,0.0,132.06987206141153
yolo11x,000000079034,3,2/255,odpv,0.0,0.0,0.0,0.08490681648254395
yolo11x,000000079034,3,2/255,pgd,0.0,0.0,0.0,1.3097251256306965
yolo11x,000000079034,3,2/255,rcp,0.4681290859983144,0.0,0.0,568.2529255151749
yolo11x,000000079034,3,2/255,square_attack,0.45555105805397034,0.0,0.0,143.26464323202768
yolo11x,000000079034,4,1/255,odpv,0.0,0.0,0.0,0.09418511390686035
yolo11x,000000079034,4,1/255,pgd,0.18077832460403442,0.0,0.0,2.0236844221750894
yolo11x,000000079034,4,1/255,rcp,0.0,0.0,0.0,577.3274139960607
yolo11x,000000079034,4,1/255,square_attack,0.20380271971225739,0.0,0.0,132.06987206141153
yolo11x,000000079034,4,2/255,odpv,0.0,0.0,0.0,0.07770347595214844
yolo11x,000000079034,4,2/255,pgd,0.0,0.0,0.0,1.3097251256306965
yolo11x,000000079034,4,2/255,rcp,0.0,0.0,0.0,568.2529255151749
yolo11x,000000079034,4,2/255,square_attack,0.1819775253534317,0.0,0.0,143.26464323202768
yolo11x,000000079034,5,1/255,odpv,0.0,0.0,0.0,0.09487342834472656
yolo11x,000000079034,5,1/255,pgd,0.0,0.0,0.0,2.0236844221750894
yolo11x,000000079034,5,1/255,rcp,0.0,0.0,0.0,577.3274139960607
yolo11x,000000079034,5,1/255,square_attack,0.0,0.0,0.0,132.06987206141153
yolo11x,000000079034,5,2/255,odpv,0.0,0.0,0.0,0.07590079307556152
yolo11x,000000079034,5,2/255,pgd,0.0,0.0,0.0,1.3097251256306965
yolo11x,000000079034,5,2/255,rcp,0.0,0.0,0.0,568.2529255151749
yolo11x,000000079034,5,2/255,square_attack,0.0,0.0,0.0,143.26464323202768
yolo11x,000000141597,0,1/255,odpv,0.958207368850708,0.958207368850708,0.958207368850708,54.13229274749756
yolo11x,000000141597,0,1/255,pgd,0.3833198845386505,0.0,0.0,2.798330307006836
yolo11x,000000141597,0,1/255,rcp,0.9684567370111534,0.9684567370111534,0.9684567370111534,1069.5893948872883
yolo11x,000000141597,0,1/255,square_attack,0.9567177891731262,0.9567177891731262,0.9567177891731262,172.42750573158264
yolo11x,000000141597,0,2/255,odpv,0.9393904805183411,0.9393904805183411,0.9393904805183411,54.01224088668823
yolo11x,000000141597,0,2/255,pgd,0.0,0.0,0.0,1.485224962234497
yolo11x,000000141597,0,2/255,rcp,0.9674026448449888,0.9674026448449888,0.9674026448449888,1065.1710430781047
yolo11x,000000141597,0,2/255,square_attack,0.9469659328460693,0.9469659328460693,0.9469659328460693,163.23260887463888
yolo11x,000000141597,1,1/255,odpv,0.9134981036186218,0.9134981036186218,0.9134981036186218,54.13349199295044
yolo11x,000000141597,1,1/255,pgd,0.032063115388154984,0.0,0.0,2.798330307006836
yolo11x,000000141597,1,1/255,rcp,0.9465866682183335,0.9465866682183335,0.9465866682183335,1069.5893948872883
yolo11x,000000141597,1,1/255,square_attack,0.9315402507781982,0.9315402507781982,0.9315402507781982,172.42750573158264
yolo11x,000000141597,1,2/255,odpv,0.8814342617988586,0.8814342617988586,0.8814342617988586,53.928040742874146
yolo11x,000000141597,1,2/255,pgd,0.0,0.0,0.0,1.485224962234497
yolo11x,000000141597,1,2/255,rcp,0.9438512481705733,0.9438512481705733,0.9438512481705733,1065.1710430781047
yolo11x,000000141597,1,2/255,square_attack,0.9097945094108582,0.9097945094108582,0.9097945094108582,163.23260887463888
yolo11x,000000141597,2,1/255,odpv,0.9279741644859314,0.9279741644859314,0.9279741644859314,53.24002027511597
yolo11x,000000141597,2,1/255,pgd,0.0,0.0,0.0,2.798330307006836
yolo11x,000000141597,2,1/255,rcp,0.9383465152125527,0.9383465152125527,0.9383465152125527,1069.5893948872883
yolo11x,000000141597,2,1/255,square_attack,0.9280297756195068,0.9280297756195068,0.9280297756195068,172.42750573158264
yolo11x,000000141597,2,2/255,odpv,0.9204457998275757,0.9204457998275757,0.9204457998275757,53.01539182662964
yolo11x,000000141597,2,2/255,pgd,0.0,0.0,0.0,1.485224962234497
yolo11x,000000141597,2,2/255,rcp,0.9370387669952785,0.9370387669952785,0.9370387669952785,1065.1710430781047
yolo11x,000000141597,2,2/255,square_attack,0.9178130626678467,0.9178130626678467,0.9178130626678467,163.23260887463888
yolo11x,000000144333,0,1/255,odpv,0.760490894317627,0.760490894317627,0.760490894317627,51.660773277282715
yolo11x,000000144333,0,1/255,pgd,0.0,0.0,0.0,2.682417243719101
yolo11x,000000144333,0,1/255,rcp,0.8361474281155816,0.8361474281155816,0.8361474281155816,401.5180005133152
yolo11x,000000144333,0,1/255,square_attack,0.8210824131965637,0.8210824131965637,0.8210824131965637,157.99809622764587
yolo11x,000000144333,0,2/255,odpv,0.7130651473999023,0.7130651473999023,0.7130651473999023,52.99884557723999
yolo11x,000000144333,0,2/255,pgd,0.0,0.0,0.0,2.0739005506038666
yolo11x,000000144333,0,2/255,rcp,0.8240800104200386,0.8240800104200386,0.8240800104200386,400.93158346414566
yolo11x,000000144333,0,2/255,square_attack,0.7946345806121826,0.7946345806121826,0.7946345806121826,156.45319750905037
yolo11x,000000144333,1,1/255,odpv,0.8913198709487915,0.8913198709487915,0.8913198709487915,51.91845178604126
yolo11x,000000144333,1,1/255,pgd,0.6301177144050598,0.6301177144050598,0.0,2.682417243719101
yolo11x,000000144333,1,1/255,rcp,0.8954244365256159,0.8954244365256159,0.8954244365256159,401.5180005133152
yolo11x,000000144333,1,1/255,square_attack,0.8162651658058167,0.8162651658058167,0.8162651658058167,157.99809622764587
yolo11x,000000144333,1,2/255,odpv,0.8668055534362793,0.8668055534362793,0.8668055534362793,52.86891746520996
yolo11x,000000144333,1,2/255,pgd,0.0,0.0,0.0,2.0739005506038666
yolo11x,000000144333,1,2/255,rcp,0.8867434929920994,0.8867434929920994,0.8867434929920994,400.93158346414566
yolo11x,000000144333,1,2/255,square_attack,0.7187967896461487,0.7187967896461487,0.7187967896461487,156.45319750905037
yolo11x,000000144333,2,1/255,odpv,0.9440449476242065,0.9440449476242065,0.9440449476242065,54.39614248275757
yolo11x,000000144333,2,1/255,pgd,0.567275881767273,0.567275881767273,0.0,2.682417243719101
yolo11x,000000144333,2,1/255,rcp,0.9589266071543928,0.9589266071543928,0.9589266071543928,401.5180005133152
yolo11x,000000144333,2,1/255,square_attack,0.9395022988319397,0.9395022988319397,0.9395022988319397,157.99809622764587
yolo11x,000000144333,2,2/255,odpv,0.9241980910301208,0.9241980910301208,0.9241980910301208,54.82163190841675
yolo11x,000000144333,2,2/255,pgd,0.4275597035884857,0.0,0.0,2.0739005506038666
yolo11x,000000144333,2,2/255,rcp,0.9569851719111541,0.9569851719111541,0.9569851719111541,400.93158346414566
yolo11x,000000144333,2,2/255,square_attack,0.9220443367958069,0.9220443367958069,0.9220443367958069,156.45319750905037
yolo11x,000000144333,3,1/255,odpv,0.5977628827095032,0.5977628827095032,0.0,54.17834401130676
yolo11x,000000144333,3,1/255,pgd,0.0,0.0,0.0,2.682417243719101
yolo11x,000000144333,3,1/255,rcp,0.6196566142268174,0.6196566142268174,0.0,401.5180005133152
yolo11x,000000144333,3,1/255,square_attack,0.5468588471412659,0.5468588471412659,0.0,157.99809622764587
yolo11x,000000144333,3,2/255,odpv,0.5647972226142883,0.5647972226142883,0.0,54.25305962562561
yolo11x,000000144333,3,2/255,pgd,0.0,0.0,0.0,2.0739005506038666
yolo11x,000000144333,3,2/255,rcp,0.6109834724140011,0.6109834724140011,0.0,400.93158346414566
yolo11x,000000144333,3,2/255,square_attack,0.46886223554611206,0.0,0.0,156.45319750905037
yolo11x,000000144333,4,1/255,odpv,0.9340421557426453,0.9340421557426453,0.9340421557426453,54.15072321891785
yolo11x,000000144333,4,1/255,pgd,0.0,0.0,0.0,2.682417243719101
yolo11x,000000144333,4,1/255,rcp,0.9690320667854957,0.9690320667854957,0.9690320667854957,401.5180005133152
yolo11x,000000144333,4,1/255,square_attack,0.9570362567901611,0.9570362567901611,0.9570362567901611,157.99809622764587
yolo11x,000000144333,4,2/255,odpv,0.9075410962104797,0.9075410962104797,0.9075410962104797,54.78598976135254
yolo11x,000000144333,4,2/255,pgd,0.0,0.0,0.0,2.0739005506038666
yolo11x,000000144333,4,2/255,rcp,0.9633296707798772,0.9633296707798772,0.9633296707798772,400.93158346414566
yolo11x,000000144333,4,2/255,square_attack,0.9472576975822449,0.9472576975822449,0.9472576975822449,156.45319750905037
yolo11x,000000144333,5,1/255,odpv,0.9253183603286743,0.9253183603286743,0.9253183603286743,52.34160876274109
yolo11x,000000144333,5,1/255,pgd,0.7189280390739441,0.7189280390739441,0.7189280390739441,2.682417243719101
yolo11x,000000144333,5,1/255,rcp,0.9507729419960878,0.9507729419960878,0.9507729419960878,401.5180005133152
yolo11x,000000144333,5,1/255,square_attack,0.9252602458000183,0.9252602458000183,0.9252602458000183,157.99809622764587
yolo11x,000000144333,5,2/255,odpv,0.8757091760635376,0.8757091760635376,0.8757091760635376,52.91574263572693
yolo11x,000000144333,5,2/255,pgd,0.6026974320411682,0.6026974320411682,0.0,2.0739005506038666
yolo11x,000000144333,5,2/255,rcp,0.9449212054137538,0.9449212054137538,0.9449212054137538,400.93158346414566
yolo11x,000000144333,5,2/255,square_attack,0.9150663018226624,0.9150663018226624,0.9150663018226624,156.45319750905037
yolo11x,000000144333,6,1/255,odpv,0.0,0.0,0.0,0.05146193504333496
yolo11x,000000144333,6,1/255,pgd,0.0,0.0,0.0,2.682417243719101
yolo11x,000000144333,6,1/255,rcp,0.42916933187800954,0.0,0.0,401.5180005133152
yolo11x,000000144333,6,1/255,square_attack,0.40465980768203735,0.0,0.0,157.99809622764587
yolo11x,000000144333,6,2/255,odpv,0.0,0.0,0.0,0.004857778549194336
yolo11x,000000144333,6,2/255,pgd,0.0,0.0,0.0,2.0739005506038666
yolo11x,000000144333,6,2/255,rcp,0.30533342455091844,0.0,0.0,400.93158346414566
yolo11x,000000144333,6,2/255,square_attack,0.0,0.0,0.0,156.45319750905037
yolo11x,000000144333,7,1/255,odpv,0.0,0.0,0.0,0.25609612464904785
yolo11x,000000144333,7,1/255,pgd,0.09190894663333893,0.0,0.0,2.682417243719101
yolo11x,000000144333,7,1/255,rcp,0.4556960056519308,0.0,0.0,401.5180005133152
yolo11x,000000144333,7,1/255,square_attack,0.4412567615509033,0.0,0.0,157.99809622764587
yolo11x,000000144333,7,2/255,odpv,0.0,0.0,0.0,0.20333552360534668
yolo11x,000000144333,7,2/255,pgd,0.026328757405281067,0.0,0.0,2.0739005506038666
yolo11x,000000144333,7,2/255,rcp,0.44849429705305205,0.0,0.0,400.93158346414566
yolo11x,000000144333,7,2/255,square_attack,0.29438072443008423,0.0,0.0,156.45319750905037
yolo11x,000000146498,0,1/255,odpv,0.7488842606544495,0.7488842606544495,0.7488842606544495,52.13742184638977
yolo11x,000000146498,0,1/255,pgd,0.0,0.0,0.0,0.3110696077346802
yolo11x,000000146498,0,1/255,rcp,0.8500766027920831,0.8500766027920831,0.8500766027920831,584.8813084363937
yolo11x,000000146498,0,1/255,square_attack,0.798671543598175,0.798671543598175,0.798671543598175,26.906221230824787
yolo11x,000000146498,0,2/255,odpv,0.0,0.0,0.0,0.0004928112030029297
yolo11x,000000146498,0,2/255,pgd,0.0,0.0,0.0,0.2688910166422526
yolo11x,000000146498,0,2/255,rcp,0.8306015485389052,0.8306015485389052,0.8306015485389052,583.4076076348623
yolo11x,000000146498,0,2/255,square_attack,0.0,0.0,0.0,1.5454246997833252
yolo11x,000000146498,1,1/255,odpv,0.0,0.0,0.0,0.012983083724975586
yolo11x,000000146498,1,1/255,pgd,0.0,0.0,0.0,0.3110696077346802
yolo11x,000000146498,1,1/255,rcp,0.0,0.0,0.0,584.8813084363937
yolo11x,000000146498,1,1/255,square_attack,0.0,0.0,0.0,26.906221230824787
yolo11x,000000146498,1,2/255,odpv,0.0,0.0,0.0,0.00022101402282714844
yolo11x,000000146498,1,2/255,pgd,0.0,0.0,0.0,0.2688910166422526
yolo11x,000000146498,1,2/255,rcp,0.0,0.0,0.0,583.4076076348623
yolo11x,000000146498,1,2/255,square_attack,0.0,0.0,0.0,1.5454246997833252
yolo11x,000000146498,2,1/255,odpv,0.0,0.0,0.0,0.012686014175415039
yolo11x,000000146498,2,1/255,pgd,0.0,0.0,0.0,0.3110696077346802
yolo11x,000000146498,2,1/255,rcp,0.0,0.0,0.0,584.8813084363937
yolo11x,000000146498,2,1/255,square_attack,0.0,0.0,0.0,26.906221230824787
yolo11x,000000146498,2,2/255,odpv,0.0,0.0,0.0,0.0002105236053466797
yolo11x,000000146498,2,2/255,pgd,0.0,0.0,0.0,0.2688910166422526
yolo11x,000000146498,2,2/255,rcp,0.0,0.0,0.0,583.4076076348623
yolo11x,000000146498,2,2/255,square_attack,0.0,0.0,0.0,1.5454246997833252
yolo11x,000000146498,3,1/255,odpv,0.0,0.0,0.0,0.012156486511230469
yolo11x,000000146498,3,1/255,pgd,0.0,0.0,0.0,0.3110696077346802
yolo11x,000000146498,3,1/255,rcp,0.0,0.0,0.0,584.8813084363937
yolo11x,000000146498,3,1/255,square_attack,0.0,0.0,0.0,26.906221230824787
yolo11x,000000146498,3,2/255,odpv,0.0,0.0,0.0,0.00020694732666015625
yolo11x,000000146498,3,2/255,pgd,0.0,0.0,0.0,0.2688910166422526
yolo11x,000000146498,3,2/255,rcp,0.0,0.0,0.0,583.4076076348623
yolo11x,000000146498,3,2/255,square_attack,0.0,0.0,0.0,1.5454246997833252
yolo11x,000000146498,4,1/255,odpv,0.0,0.0,0.0,0.012315511703491211
yolo11x,000000146498,4,1/255,pgd,0.0,0.0,0.0,0.3110696077346802
yolo11x,000000146498,4,1/255,rcp,0.0,0.0,0.0,584.8813084363937
yolo11x,000000146498,4,1/255,square_attack,0.0,0.0,0.0,26.906221230824787
yolo11x,000000146498,4,2/255,odpv,0.0,0.0,0.0,0.00020575523376464844
yolo11x,000000146498,4,2/255,pgd,0.0,0.0,0.0,0.2688910166422526
yolo11x,000000146498,4,2/255,rcp,0.0,0.0,0.0,583.4076076348623
yolo11x,000000146498,4,2/255,square_attack,0.0,0.0,0.0,1.5454246997833252
yolo11x,000000146498,5,1/255,odpv,0.0,0.0,0.0,0.012381553649902344
yolo11x,000000146498,5,1/255,pgd,0.0,0.0,0.0,0.3110696077346802
yolo11x,000000146498,5,1/255,rcp,0.0,0.0,0.0,584.8813084363937
yolo11x,000000146498,5,1/255,square_attack,0.0,0.0,0.0,26.906221230824787
yolo11x,000000146498,5,2/255,odpv,0.0,0.0,0.0,0.00021028518676757812
yolo11x,000000146498,5,2/255,pgd,0.0,0.0,0.0,0.2688910166422526
yolo11x,000000146498,5,2/255,rcp,0.0,0.0,0.0,583.4076076348623
yolo11x,000000146498,5,2/255,square_attack,0.0,0.0,0.0,1.5454246997833252
yolo11x,000000152771,0,1/255,odpv,0.9036532044410706,0.9036532044410706,0.9036532044410706,50.83551621437073
yolo11x,000000152771,0,1/255,pgd,0.0,0.0,0.0,2.376456538836161
yolo11x,000000152771,0,1/255,rcp,0.9268566872053725,0.9268566872053725,0.9268566872053725,563.6572637955347
yolo11x,000000152771,0,1/255,square_attack,0.8901868462562561,0.8901868462562561,0.8901868462562561,103.74054475625356
yolo11x,000000152771,0,2/255,odpv,0.8807724118232727,0.8807724118232727,0.8807724118232727,52.080241441726685
yolo11x,000000152771,0,2/255,pgd,0.0,0.0,0.0,1.7512604395548503
yolo11x,000000152771,0,2/255,rcp,0.9185266303699122,0.9185266303699122,0.9185266303699122,569.6001855929693
yolo11x,000000152771,0,2/255,square_attack,0.8528155088424683,0.8528155088424683,0.8528155088424683,114.89460059007008
yolo11x,000000152771,1,1/255,odpv,0.0,0.0,0.0,0.12196111679077148
yolo11x,000000152771,1,1/255,pgd,0.22585739195346832,0.0,0.0,2.376456538836161
yolo11x,000000152771,1,1/255,rcp,0.40876935259259944,0.0,0.0,563.6572637955347
yolo11x,000000152771,1,1/255,square_attack,0.404574990272522,0.0,0.0,103.74054475625356
yolo11x,000000152771,1,2/255,odpv,0.0,0.0,0.0,0.1063070297241211
yolo11x,000000152771,1,2/255,pgd,0.0,0.0,0.0,1.7512604395548503
yolo11x,000000152771,1,2/255,rcp,0.40770449608237264,0.0,0.0,569.6001855929693
yolo11x,000000152771,1,2/255,square_attack,0.4009069502353668,0.0,0.0,114.89460059007008
yolo11x,000000152771,2,1/255,odpv,0.0,0.0,0.0,0.0012679100036621094
yolo11x,000000152771,2,1/255,pgd,0.0,0.0,0.0,2.376456538836161
yolo11x,000000152771,2,1/255,rcp,0.0,0.0,0.0,563.6572637955347
yolo11x,000000152771,2,1/255,square_attack,0.0,0.0,0.0,103.74054475625356
yolo11x,000000152771,2,2/255,odpv,0.0,0.0,0.0,0.0016064643859863281
yolo11x,000000152771,2,2/255,pgd,0.0,0.0,0.0,1.7512604395548503
yolo11x,000000152771,2,2/255,rcp,0.0,0.0,0.0,569.6001855929693
yolo11x,000000152771,2,2/255,square_attack,0.0,0.0,0.0,114.89460059007008
yolo11x,000000152771,3,1/255,odpv,0.8735823035240173,0.8735823035240173,0.8735823035240173,51.44669580459595
yolo11x,000000152771,3,1/255,pgd,0.8361649513244629,0.8361649513244629,0.8361649513244629,2.376456538836161
yolo11x,000000152771,3,1/255,rcp,0.9207726312863184,0.9207726312863184,0.9207726312863184,563.6572637955347
yolo11x,000000152771,3,1/255,square_attack,0.91322261095047,0.91322261095047,0.91322261095047,103.74054475625356
yolo11x,000000152771,3,2/255,odpv,0.8749234080314636,0.8749234080314636,0.8749234080314636,52.78229069709778
yolo11x,000000152771,3,2/255,pgd,0.5910776853561401,0.5910776853561401,0.0,1.7512604395548503
yolo11x,000000152771,3,2/255,rcp,0.9137812543036372,0.9137812543036372,0.9137812543036372,569.6001855929693
yolo11x,000000152771,3,2/255,square_attack,0.8998677730560303,0.8998677730560303,0.8998677730560303,114.89460059007008
yolo11x,000000152771,4,1/255,odpv,0.0,0.0,0.0,0.12724614143371582
yolo11x,000000152771,4,1/255,pgd,0.35639116168022156,0.0,0.0,2.376456538836161
yolo11x,000000152771,4,1/255,rcp,0.3900876880566836,0.0,0.0,563.6572637955347
yolo11x,000000152771,4,1/255,square_attack,0.38616928458213806,0.0,0.0,103.74054475625356
yolo11x,000000152771,4,2/255,odpv,0.0,0.0,0.0,0.1139225959777832
yolo11x,000000152771,4,2/255,pgd,0.20554408431053162,0.0,0.0,1.7512604395548503
yolo11x,000000152771,4,2/255,rcp,0.3887414273735983,0.0,0.0,569.6001855929693
yolo11x,000000152771,4,2/255,square_attack,0.3826623558998108,0.0,0.0,114.89460059007008
yolo11x,000000152771,5,1/255,odpv,0.0,0.0,0.0,0.0012054443359375
yolo11x,000000152771,5,1/255,pgd,0.0,0.0,0.0,2.376456538836161
yolo11x,000000152771,5,1/255,rcp,0.0,0.0,0.0,563.6572637955347
yolo11x,000000152771,5,1/255,square_attack,0.0,0.0,0.0,103.74054475625356
yolo11x,000000152771,5,2/255,odpv,0.0,0.0,0.0,0.0016436576843261719
yolo11x,000000152771,5,2/255,pgd,0.0,0.0,0.0,1.7512604395548503
yolo11x,000000152771,5,2/255,rcp,0.0,0.0,0.0,569.6001855929693
yolo11x,000000152771,5,2/255,square_attack,0.0,0.0,0.0,114.89460059007008
yolo11x,000000172330,0,1/255,odpv,0.9252734184265137,0.9252734184265137,0.9252734184265137,53.31513690948486
yolo11x,000000172330,0,1/255,pgd,0.5848363637924194,0.5848363637924194,0.0,3.928633213043213
yolo11x,000000172330,0,1/255,rcp,0.9415294254472313,0.9415294254472313,0.9415294254472313,883.8723509311676
yolo11x,000000172330,0,1/255,square_attack,0.9325656890869141,0.9325656890869141,0.9325656890869141,173.2213016152382
yolo11x,000000172330,0,2/255,odpv,0.9161921143531799,0.9161921143531799,0.9161921143531799,50.844316482543945
yolo11x,000000172330,0,2/255,pgd,0.3600155711174011,0.0,0.0,1.9373403787612915
yolo11x,000000172330,0,2/255,rcp,0.9404988560234967,0.9404988560234967,0.9404988560234967,884.0412812829018
yolo11x,000000172330,0,2/255,square_attack,0.9246867895126343,0.9246867895126343,0.9246867895126343,162.1798096895218
yolo11x,000000172330,1,1/255,odpv,0.8935927152633667,0.8935927152633667,0.8935927152633667,55.15591812133789
yolo11x,000000172330,1,1/255,pgd,0.1822592169046402,0.0,0.0,3.928633213043213
yolo11x,000000172330,1,1/255,rcp,0.9098168678633234,0.9098168678633234,0.9098168678633234,883.8723509311676
yolo11x,000000172330,1,1/255,square_attack,0.8942582607269287,0.8942582607269287,0.8942582607269287,173.2213016152382
yolo11x,000000172330,1,2/255,odpv,0.8697973489761353,0.8697973489761353,0.8697973489761353,52.7228639125824
yolo11x,000000172330,1,2/255,pgd,0.0,0.0,0.0,1.9373403787612915
yolo11x,000000172330,1,2/255,rcp,0.9076675328984373,0.9076675328984373,0.9076675328984373,884.0412812829018
yolo11x,000000172330,1,2/255,square_attack,0.8831735849380493,0.8831735849380493,0.8831735849380493,162.1798096895218
yolo11x,000000172330,2,1/255,odpv,0.979271411895752,0.979271411895752,0.979271411895752,55.89565920829773
yolo11x,000000172330,2,1/255,pgd,0.5433341860771179,0.5433341860771179,0.0,3.928633213043213
yolo11x,000000172330,2,1/255,rcp,0.9896097746091274,0.9896097746091274,0.9896097746091274,883.8723509311676
yolo11x,000000172330,2,1/255,square_attack,0.9825806021690369,0.9825806021690369,0.9825806021690369,173.2213016152382
yolo11x,000000172330,2,2/255,odpv,0.9765458703041077,0.9765458703041077,0.9765458703041077,53.719255685806274
yolo11x,000000172330,2,2/255,pgd,0.0,0.0,0.0,1.9373403787612915
yolo11x,000000172330,2,2/255,rcp,0.9892293016049241,0.9892293016049241,0.9892293016049241,884.0412812829018
yolo11x,000000172330,2,2/255,square_attack,0.9342142939567566,0.9342142939567566,0.9342142939567566,162.1798096895218
yolo11x,000000172330,3,1/255,odpv,0.8220972418785095,0.8220972418785095,0.8220972418785095,55.56073307991028
yolo11x,000000172330,3,1/255,pgd,0.19311852753162384,0.0,0.0,3.928633213043213
yolo11x,000000172330,3,1/255,rcp,0.8549241207345445,0.8549241207345445,0.8549241207345445,883.8723509311676
yolo11x,000000172330,3,1/255,square_attack,0.7989727854728699,0.7989727854728699,0.7989727854728699,173.2213016152382
yolo11x,000000172330,3,2/255,odpv,0.7330648303031921,0.7330648303031921,0.7330648303031921,52.89042019844055
yolo11x,000000172330,3,2/255,pgd,0.0,0.0,0.0,1.9373403787612915
yolo11x,000000172330,3,2/255,rcp,0.8510005974641515,0.8510005974641515,0.8510005974641515,884.0412812829018
yolo11x,000000172330,3,2/255,square_attack,0.7056386470794678,0.7056386470794678,0.7056386470794678,162.1798096895218
yolo11x,000000179265,0,1/255,odpv,0.9446030259132385,0.9446030259132385,0.9446030259132385,53.30147647857666
yolo11x,000000179265,0,1/255,pgd,0.0,0.0,0.0,1.351206511259079
yolo11x,000000179265,0,1/255,rcp,0.9522584676129727,0.9522584676129727,0.9522584676129727,400.50713604688644
yolo11x,000000179265,0,1/255,square_attack,0.9452340602874756,0.9452340602874756,0.9452340602874756,85.96542939543724
yolo11x,000000179265,0,2/255,odpv,0.9319673776626587,0.9319673776626587,0.9319673776626587,53.39391827583313
yolo11x,000000179265,0,2/255,pgd,0.0,0.0,0.0,1.0346888601779938
yolo11x,000000179265,0,2/255,rcp,0.9510452000473346,0.9510452000473346,0.9510452000473346,402.61405512690544
yolo11x,000000179265,0,2/255,square_attack,0.9285371899604797,0.9285371899604797,0.9285371899604797,61.50930127501488
yolo11x,000000179265,1,1/255,odpv,0.9109096527099609,0.9109096527099609,0.9109096527099609,53.44884896278381
