model,image,gt_index,epsilon,method,iou,iou_0.5,iou_0.7,time
yolo11m,000000334371,6,1/255,square_attack,0.8717555403709412,0.8717555403709412,0.8717555403709412,76.38483013047113
yolo11m,000000334371,6,2/255,odpv,0.687002956867218,0.687002956867218,0.0,21.053961992263794
yolo11m,000000334371,6,2/255,pgd,0.0,0.0,0.0,1.0372920036315918
yolo11m,000000334371,6,2/255,rcp,0.8841901060684314,0.8841901060684314,0.8841901060684314,268.5975176493327
yolo11m,000000334371,6,2/255,square_attack,0.830147385597229,0.830147385597229,0.830147385597229,77.5165479713016
yolo11m,000000334371,7,1/255,odpv,0.7151113152503967,0.7151113152503967,0.7151113152503967,21.189125299453735
yolo11m,000000334371,7,1/255,pgd,0.0,0.0,0.0,1.537413305706448
yolo11m,000000334371,7,1/255,rcp,0.8057806840780002,0.8057806840780002,0.8057806840780002,269.17228809992474
yolo11m,000000334371,7,1/255,square_attack,0.7830653190612793,0.7830653190612793,0.7830653190612793,76.38483013047113
yolo11m,000000334371,7,2/255,odpv,0.7442418932914734,0.7442418932914734,0.7442418932914734,20.96894598007202
yolo11m,000000334371,7,2/255,pgd,0.0,0.0,0.0,1.0372920036315918
yolo11m,000000334371,7,2/255,rcp,0.7993802602833743,0.7993802602833743,0.7993802602833743,268.5975176493327
yolo11m,000000334371,7,2/255,square_attack,0.7509230375289917,0.7509230375289917,0.7509230375289917,77.5165479713016
yolo11m,000000334371,8,1/255,odpv,0.0,0.0,0.0,0.09065651893615723
yolo11m,000000334371,8,1/255,pgd,0.0,0.0,0.0,1.537413305706448
yolo11m,000000334371,8,1/255,rcp,0.0,0.0,0.0,269.17228809992474
yolo11m,000000334371,8,1/255,square_attack,0.0,0.0,0.0,76.38483013047113
yolo11m,000000334371,8,2/255,odpv,0.0,0.0,0.0,0.10851740837097168
yolo11m,000000334371,8,2/255,pgd,0.0,0.0,0.0,1.0372920036315918
yolo11m,000000334371,8,2/255,rcp,0.0,0.0,0.0,268.5975176493327
yolo11m,000000334371,8,2/255,square_attack,0.0,0.0,0.0,77.5165479713016
yolo11m,000000338986,0,1/255,odpv,0.8757247924804688,0.8757247924804688,0.8757247924804688,22.500673055648804
yolo11m,000000338986,0,1/255,pgd,0.0,0.0,0.0,1.8508058190345764
yolo11m,000000338986,0,1/255,rcp,0.9190466851503031,0.9190466851503031,0.9190466851503031,585.2636581659317
yolo11m,000000338986,0,1/255,square_attack,0.9176223874092102,0.9176223874092102,0.9176223874092102,85.36255371570587
yolo11m,000000338986,0,2/255,odpv,0.8758218884468079,0.8758218884468079,0.8758218884468079,21.585609436035156
yolo11m,000000338986,0,2/255,pgd,0.0,0.0,0.0,1.1106786727905273
yolo11m,000000338986,0,2/255,rcp,0.9121697201222518,0.9121697201222518,0.9121697201222518,582.1135051250458
yolo11m,000000338986,0,2/255,square_attack,0.8841846585273743,0.8841846585273743,0.8841846585273743,81.3543256521225
yolo11m,000000338986,1,1/255,odpv,0.9107775092124939,0.9107775092124939,0.9107775092124939,21.57858967781067
yolo11m,000000338986,1,1/255,pgd,0.5983200073242188,0.5983200073242188,0.0,1.8508058190345764
yolo11m,000000338986,1,1/255,rcp,0.944194780479566,0.944194780479566,0.944194780479566,585.2636581659317
yolo11m,000000338986,1,1/255,square_attack,0.9277585744857788,0.9277585744857788,0.9277585744857788,85.36255371570587
yolo11m,000000338986,1,2/255,odpv,0.9209344983100891,0.9209344983100891,0.9209344983100891,20.96601176261902
yolo11m,000000338986,1,2/255,pgd,0.0,0.0,0.0,1.1106786727905273
yolo11m,000000338986,1,2/255,rcp,0.942277779239397,0.942277779239397,0.942277779239397,582.1135051250458
yolo11m,000000338986,1,2/255,square_attack,0.9090384840965271,0.9090384840965271,0.9090384840965271,81.3543256521225
yolo11m,000000338986,2,1/255,odpv,0.8405754566192627,0.8405754566192627,0.8405754566192627,22.44184970855713
yolo11m,000000338986,2,1/255,pgd,0.24544355273246765,0.0,0.0,1.8508058190345764
yolo11m,000000338986,2,1/255,rcp,0.8492764318560307,0.8492764318560307,0.8492764318560307,585.2636581659317
yolo11m,000000338986,2,1/255,square_attack,0.8473524451255798,0.8473524451255798,0.8473524451255798,85.36255371570587
yolo11m,000000338986,2,2/255,odpv,0.7988397479057312,0.7988397479057312,0.7988397479057312,21.5837619304657
yolo11m,000000338986,2,2/255,pgd,0.0,0.0,0.0,1.1106786727905273
yolo11m,000000338986,2,2/255,rcp,0.8434551470256021,0.8434551470256021,0.8434551470256021,582.1135051250458
yolo11m,000000338986,2,2/255,square_attack,0.8278046250343323,0.8278046250343323,0.8278046250343323,81.3543256521225
yolo11m,000000338986,3,1/255,odpv,0.0,0.0,0.0,0.15703845024108887
yolo11m,000000338986,3,1/255,pgd,0.0,0.0,0.0,1.8508058190345764
yolo11m,000000338986,3,1/255,rcp,0.4311547144388963,0.0,0.0,585.2636581659317
yolo11m,000000338986,3,1/255,square_attack,0.4259524643421173,0.0,0.0,85.36255371570587
yolo11m,000000338986,3,2/255,odpv,0.0,0.0,0.0,0.1528759002685547
yolo11m,000000338986,3,2/255,pgd,0.0,0.0,0.0,1.1106786727905273
yolo11m,000000338986,3,2/255,rcp,0.42985653232978144,0.0,0.0,582.1135051250458
yolo11m,000000338986,3,2/255,square_attack,0.40719544887542725,0.0,0.0,81.3543256521225
yolo11m,000000343496,0,1/255,odpv,0.8152925372123718,0.8152925372123718,0.8152925372123718,20.76657748222351
yolo11m,000000343496,0,1/255,pgd,0.6328524351119995,0.6328524351119995,0.0,1.6338292360305786
yolo11m,000000343496,0,1/255,rcp,0.8642348863557646,0.8642348863557646,0.8642348863557646,395.0223730802536
yolo11m,000000343496,0,1/255,square_attack,0.8599585294723511,0.8599585294723511,0.8599585294723511,69.3196173508962
yolo11m,000000343496,0,2/255,odpv,0.7983779907226562,0.7983779907226562,0.7983779907226562,21.711771249771118
yolo11m,000000343496,0,2/255,pgd,0.36775970458984375,0.0,0.0,1.1213746468226116
yolo11m,000000343496,0,2/255,rcp,0.8627468949601097,0.8627468949601097,0.8627468949601097,395.07195182641345
yolo11m,000000343496,0,2/255,square_attack,0.851103663444519,0.851103663444519,0.851103663444519,70.58058226108551
yolo11m,000000343496,1,1/255,odpv,0.7825231552124023,0.7825231552124023,0.7825231552124023,20.75745701789856
yolo11m,000000343496,1,1/255,pgd,0.0,0.0,0.0,1.6338292360305786
yolo11m,000000343496,1,1/255,rcp,0.9143795564027151,0.9143795564027151,0.9143795564027151,395.0223730802536
yolo11m,000000343496,1,1/255,square_attack,0.9041693210601807,0.9041693210601807,0.9041693210601807,69.3196173508962
yolo11m,000000343496,1,2/255,odpv,0.0,0.0,0.0,0.0036153793334960938
yolo11m,000000343496,1,2/255,pgd,0.0,0.0,0.0,1.1213746468226116
yolo11m,000000343496,1,2/255,rcp,0.6717950052335339,0.6717950052335339,0.0,395.07195182641345
yolo11m,000000343496,1,2/255,square_attack,0.6329956650733948,0.6329956650733948,0.0,70.58058226108551
yolo11m,000000343496,2,1/255,odpv,0.859696090221405,0.859696090221405,0.859696090221405,20.933470010757446
yolo11m,000000343496,2,1/255,pgd,0.6872528791427612,0.6872528791427612,0.0,1.6338292360305786
yolo11m,000000343496,2,1/255,rcp,0.9271074545636412,0.9271074545636412,0.9271074545636412,395.0223730802536
yolo11m,000000343496,2,1/255,square_attack,0.9108132719993591,0.9108132719993591,0.9108132719993591,69.3196173508962
yolo11m,000000343496,2,2/255,odpv,0.8421841263771057,0.8421841263771057,0.8421841263771057,21.943960428237915
yolo11m,000000343496,2,2/255,pgd,0.0,0.0,0.0,1.1213746468226116
yolo11m,000000343496,2,2/255,rcp,0.9229555917808899,0.9229555917808899,0.9229555917808899,395.07195182641345
yolo11m,000000343496,2,2/255,square_attack,0.8935720920562744,0.8935720920562744,0.8935720920562744,70.58058226108551
yolo11m,000000343496,3,1/255,odpv,0.838932991027832,0.838932991027832,0.838932991027832,20.75794529914856
yolo11m,000000343496,3,1/255,pgd,0.48890405893325806,0.0,0.0,1.6338292360305786
yolo11m,000000343496,3,1/255,rcp,0.8728777468178944,0.8728777468178944,0.8728777468178944,395.0223730802536
yolo11m,000000343496,3,1/255,square_attack,0.8610837459564209,0.8610837459564209,0.8610837459564209,69.3196173508962
yolo11m,000000343496,3,2/255,odpv,0.8249112367630005,0.8249112367630005,0.8249112367630005,21.67569875717163
yolo11m,000000343496,3,2/255,pgd,0.0,0.0,0.0,1.1213746468226116
yolo11m,000000343496,3,2/255,rcp,0.8697245494653005,0.8697245494653005,0.8697245494653005,395.07195182641345
yolo11m,000000343496,3,2/255,square_attack,0.850282609462738,0.850282609462738,0.850282609462738,70.58058226108551
yolo11m,000000343496,4,1/255,odpv,0.8003825545310974,0.8003825545310974,0.8003825545310974,21.799309968948364
yolo11m,000000343496,4,1/255,pgd,0.0,0.0,0.0,1.6338292360305786
yolo11m,000000343496,4,1/255,rcp,0.8827295501731041,0.8827295501731041,0.8827295501731041,395.0223730802536
yolo11m,000000343496,4,1/255,square_attack,0.8771291375160217,0.8771291375160217,0.8771291375160217,69.3196173508962
yolo11m,000000343496,4,2/255,odpv,0.7583898901939392,0.7583898901939392,0.7583898901939392,22.551459312438965
yolo11m,000000343496,4,2/255,pgd,0.0,0.0,0.0,1.1213746468226116
yolo11m,000000343496,4,2/255,rcp,0.8751711161184337,0.8751711161184337,0.8751711161184337,395.07195182641345
yolo11m,000000343496,4,2/255,square_attack,0.8633323907852173,0.8633323907852173,0.8633323907852173,70.58058226108551
yolo11m,000000343496,5,1/255,odpv,0.0,0.0,0.0,0.015218734741210938
yolo11m,000000343496,5,1/255,pgd,0.0,0.0,0.0,1.6338292360305786
yolo11m,000000343496,5,1/255,rcp,0.0,0.0,0.0,395.0223730802536
yolo11m,000000343496,5,1/255,square_attack,0.0,0.0,0.0,69.3196173508962
yolo11m,000000343496,5,2/255,odpv,0.0,0.0,0.0,0.003608226776123047
yolo11m,000000343496,5,2/255,pgd,0.0,0.0,0.0,1.1213746468226116
yolo11m,000000343496,5,2/255,rcp,0.0,0.0,0.0,395.07195182641345
yolo11m,000000343496,5,2/255,square_attack,0.0,0.0,0.0,70.58058226108551
yolo11m,000000379800,0,1/255,odpv,0.5362846255302429,0.5362846255302429,0.0,22.57927966117859
yolo11m,000000379800,0,1/255,pgd,0.0,0.0,0.0,1.6033334050859724
yolo11m,000000379800,0,1/255,rcp,0.5851181260635099,0.5851181260635099,0.0,382.4265583242689
yolo11m,000000379800,0,1/255,square_attack,0.5783763527870178,0.5783763527870178,0.0,73.90263979775565
yolo11m,000000379800,0,2/255,odpv,0.554637610912323,0.554637610912323,0.0,22.215259313583374
yolo11m,000000379800,0,2/255,pgd,0.0,0.0,0.0,1.3414104666028703
yolo11m,000000379800,0,2/255,rcp,0.5808553489770761,0.5808553489770761,0.0,383.78569551876615
yolo11m,000000379800,0,2/255,square_attack,0.5625855922698975,0.5625855922698975,0.0,73.96607371738979
yolo11m,000000379800,1,1/255,odpv,0.7518070340156555,0.7518070340156555,0.7518070340156555,22.227965354919434
yolo11m,000000379800,1,1/255,pgd,0.0,0.0,0.0,1.6033334050859724
yolo11m,000000379800,1,1/255,rcp,0.8486819267059047,0.8486819267059047,0.8486819267059047,382.4265583242689
yolo11m,000000379800,1,1/255,square_attack,0.815022349357605,0.815022349357605,0.815022349357605,73.90263979775565
yolo11m,000000379800,1,2/255,odpv,0.7758018374443054,0.7758018374443054,0.7758018374443054,21.937438488006592
yolo11m,000000379800,1,2/255,pgd,0.0,0.0,0.0,1.3414104666028703
yolo11m,000000379800,1,2/255,rcp,0.835019128697067,0.835019128697067,0.835019128697067,383.78569551876615
yolo11m,000000379800,1,2/255,square_attack,0.7641945481300354,0.7641945481300354,0.7641945481300354,73.96607371738979
yolo11m,000000379800,2,1/255,odpv,0.8616912961006165,0.8616912961006165,0.8616912961006165,22.585577726364136
yolo11m,000000379800,2,1/255,pgd,0.591036319732666,0.591036319732666,0.0,1.6033334050859724
yolo11m,000000379800,2,1/255,rcp,0.9116399398073692,0.9116399398073692,0.9116399398073692,382.4265583242689
yolo11m,000000379800,2,1/255,square_attack,0.9001775979995728,0.9001775979995728,0.9001775979995728,73.90263979775565
yolo11m,000000379800,2,2/255,odpv,0.8616955876350403,0.8616955876350403,0.8616955876350403,22.327772855758667
yolo11m,000000379800,2,2/255,pgd,0.2834571897983551,0.0,0.0,1.3414104666028703
yolo11m,000000379800,2,2/255,rcp,0.9077497043458271,0.9077497043458271,0.9077497043458271,383.78569551876615
yolo11m,000000379800,2,2/255,square_attack,0.8875887393951416,0.8875887393951416,0.8875887393951416,73.96607371738979
yolo11m,000000379800,3,1/255,odpv,0.0,0.0,0.0,0.13669443130493164
yolo11m,000000379800,3,1/255,pgd,0.026015689596533775,0.0,0.0,1.6033334050859724
yolo11m,000000379800,3,1/255,rcp,0.025004877576584025,0.0,0.0,382.4265583242689
yolo11m,000000379800,3,1/255,square_attack,0.021692685782909393,0.0,0.0,73.90263979775565
yolo11m,000000379800,3,2/255,odpv,0.0,0.0,0.0,0.11154460906982422
yolo11m,000000379800,3,2/255,pgd,0.0,0.0,0.0,1.3414104666028703
yolo11m,000000379800,3,2/255,rcp,0.024015956417622362,0.0,0.0,383.78569551876615
yolo11m,000000379800,3,2/255,square_attack,0.0179708581417799,0.0,0.0,73.96607371738979
yolo11m,000000379800,4,1/255,odpv,0.9140253663063049,0.9140253663063049,0.9140253663063049,21.71829342842102
yolo11m,000000379800,4,1/255,pgd,0.6552675366401672,0.6552675366401672,0.0,1.6033334050859724
yolo11m,000000379800,4,1/255,rcp,0.9304164304397692,0.9304164304397692,0.9304164304397692,382.4265583242689
yolo11m,000000379800,4,1/255,square_attack,0.9195179343223572,0.9195179343223572,0.9195179343223572,73.90263979775565
yolo11m,000000379800,4,2/255,odpv,0.9078893065452576,0.9078893065452576,0.9078893065452576,21.701996564865112
yolo11m,000000379800,4,2/255,pgd,0.0,0.0,0.0,1.3414104666028703
yolo11m,000000379800,4,2/255,rcp,0.9277346317222852,0.9277346317222852,0.9277346317222852,383.78569551876615
yolo11m,000000379800,4,2/255,square_attack,0.9069381952285767,0.9069381952285767,0.9069381952285767,73.96607371738979
yolo11m,000000379800,5,1/255,odpv,0.898911714553833,0.898911714553833,0.898911714553833,21.82411527633667
yolo11m,000000379800,5,1/255,pgd,0.922154426574707,0.922154426574707,0.922154426574707,1.6033334050859724
yolo11m,000000379800,5,1/255,rcp,0.9423672069393269,0.9423672069393269,0.9423672069393269,382.4265583242689
yolo11m,000000379800,5,1/255,square_attack,0.9349369406700134,0.9349369406700134,0.9349369406700134,73.90263979775565
yolo11m,000000379800,5,2/255,odpv,0.8759348392486572,0.8759348392486572,0.8759348392486572,21.7895348072052
yolo11m,000000379800,5,2/255,pgd,0.3041750490665436,0.0,0.0,1.3414104666028703
yolo11m,000000379800,5,2/255,rcp,0.9400943428161488,0.9400943428161488,0.9400943428161488,383.78569551876615
yolo11m,000000379800,5,2/255,square_attack,0.9288596510887146,0.9288596510887146,0.9288596510887146,73.96607371738979
yolo11m,000000379800,6,1/255,odpv,0.0,0.0,0.0,0.055356740951538086
yolo11m,000000379800,6,1/255,pgd,0.0,0.0,0.0,1.6033334050859724
yolo11m,000000379800,6,1/255,rcp,0.0,0.0,0.0,382.4265583242689
yolo11m,000000379800,6,1/255,square_attack,0.0,0.0,0.0,73.90263979775565
yolo11m,000000379800,6,2/255,odpv,0.0,0.0,0.0,0.056563377380371094
yolo11m,000000379800,6,2/255,pgd,0.0,0.0,0.0,1.3414104666028703
yolo11m,000000379800,6,2/255,rcp,0.0,0.0,0.0,383.78569551876615
yolo11m,000000379800,6,2/255,square_attack,0.0,0.0,0.0,73.96607371738979
yolo11m,000000412531,0,1/255,odpv,0.9505647420883179,0.9505647420883179,0.9505647420883179,23.257991552352905
yolo11m,000000412531,0,1/255,pgd,0.517673909664154,0.517673909664154,0.0,2.336087942123413
yolo11m,000000412531,0,1/255,rcp,0.9739655710196304,0.9739655710196304,0.9739655710196304,685.5071111917496
yolo11m,000000412531,0,1/255,square_attack,0.969569206237793,0.969569206237793,0.969569206237793,85.75418490171432
yolo11m,000000412531,0,2/255,odpv,0.9505755305290222,0.9505755305290222,0.9505755305290222,23.55831241607666
yolo11m,000000412531,0,2/255,pgd,0.0,0.0,0.0,1.5117555260658264
yolo11m,000000412531,0,2/255,rcp,0.972528127983309,0.972528127983309,0.972528127983309,683.684018433094
yolo11m,000000412531,0,2/255,square_attack,0.9630812406539917,0.9630812406539917,0.9630812406539917,84.8625528216362
yolo11m,000000412531,1,1/255,odpv,0.8181374669075012,0.8181374669075012,0.8181374669075012,23.17214798927307
yolo11m,000000412531,1,1/255,pgd,0.47683948278427124,0.0,0.0,2.336087942123413
yolo11m,000000412531,1,1/255,rcp,0.8652596304521226,0.8652596304521226,0.8652596304521226,685.5071111917496
yolo11m,000000412531,1,1/255,square_attack,0.8522387742996216,0.8522387742996216,0.8522387742996216,85.75418490171432
yolo11m,000000412531,1,2/255,odpv,0.831649899482727,0.831649899482727,0.831649899482727,23.239647388458252
yolo11m,000000412531,1,2/255,pgd,0.0,0.0,0.0,1.5117555260658264
yolo11m,000000412531,1,2/255,rcp,0.8547089861256132,0.8547089861256132,0.8547089861256132,683.684018433094
yolo11m,000000412531,1,2/255,square_attack,0.834298849105835,0.834298849105835,0.834298849105835,84.8625528216362
yolo11m,000000412531,2,1/255,odpv,0.9142069220542908,0.9142069220542908,0.9142069220542908,21.60910725593567
yolo11m,000000412531,2,1/255,pgd,0.0,0.0,0.0,2.336087942123413
yolo11m,000000412531,2,1/255,rcp,0.9462474046286877,0.9462474046286877,0.9462474046286877,685.5071111917496
yolo11m,000000412531,2,1/255,square_attack,0.934105634689331,0.934105634689331,0.934105634689331,85.75418490171432
yolo11m,000000412531,2,2/255,odpv,0.9024999737739563,0.9024999737739563,0.9024999737739563,21.778181314468384
yolo11m,000000412531,2,2/255,pgd,0.0,0.0,0.0,1.5117555260658264
yolo11m,000000412531,2,2/255,rcp,0.944177071629438,0.944177071629438,0.944177071629438,683.684018433094
yolo11m,000000412531,2,2/255,square_attack,0.9245428442955017,0.9245428442955017,0.9245428442955017,84.8625528216362
yolo11m,000000412531,3,1/255,odpv,0.8896400928497314,0.8896400928497314,0.8896400928497314,23.211411476135254
yolo11m,000000412531,3,1/255,pgd,0.362405925989151,0.0,0.0,2.336087942123413
yolo11m,000000412531,3,1/255,rcp,0.9684564573315743,0.9684564573315743,0.9684564573315743,685.5071111917496
yolo11m,000000412531,3,1/255,square_attack,0.9353775382041931,0.9353775382041931,0.9353775382041931,85.75418490171432
yolo11m,000000412531,3,2/255,odpv,0.8608933687210083,0.8608933687210083,0.8608933687210083,23.55488610267639
yolo11m,000000412531,3,2/255,pgd,0.0,0.0,0.0,1.5117555260658264
yolo11m,000000412531,3,2/255,rcp,0.9617176894024899,0.9617176894024899,0.9617176894024899,683.684018433094
yolo11m,000000412531,3,2/255,square_attack,0.8930939435958862,0.8930939435958862,0.8930939435958862,84.8625528216362
yolo11m,000000442456,0,1/255,odpv,0.0,0.0,0.0,0.0022735595703125
yolo11m,000000442456,0,1/255,pgd,0.0,0.0,0.0,1.1260558234320746
yolo11m,000000442456,0,1/255,rcp,0.0,0.0,0.0,245.09502498308817
yolo11m,000000442456,0,1/255,square_attack,0.0,0.0,0.0,57.67373455895318
yolo11m,000000442456,0,2/255,odpv,0.0,0.0,0.0,0.00299072265625
yolo11m,000000442456,0,2/255,pgd,0.0,0.0,0.0,1.2401469283633761
yolo11m,000000442456,0,2/255,rcp,0.0,0.0,0.0,246.6216286553277
yolo11m,000000442456,0,2/255,square_attack,0.0,0.0,0.0,46.94229147169325
yolo11m,000000442456,1,1/255,odpv,0.0,0.0,0.0,0.14675188064575195
yolo11m,000000442456,1,1/255,pgd,0.0,0.0,0.0,1.1260558234320746
yolo11m,000000442456,1,1/255,rcp,0.0,0.0,0.0,245.09502498308817
yolo11m,000000442456,1,1/255,square_attack,0.0,0.0,0.0,57.67373455895318
yolo11m,000000442456,1,2/255,odpv,0.0,0.0,0.0,0.11272644996643066
yolo11m,000000442456,1,2/255,pgd,0.0,0.0,0.0,1.2401469283633761
yolo11m,000000442456,1,2/255,rcp,0.0,0.0,0.0,246.6216286553277
yolo11m,000000442456,1,2/255,square_attack,0.0,0.0,0.0,46.94229147169325
yolo11m,000000442456,2,1/255,odpv,0.8733387589454651,0.8733387589454651,0.8733387589454651,21.5883948802948
yolo11m,000000442456,2,1/255,pgd,0.8614176511764526,0.8614176511764526,0.8614176511764526,1.1260558234320746
yolo11m,000000442456,2,1/255,rcp,0.9578008897250104,0.9578008897250104,0.9578008897250104,245.09502498308817
yolo11m,000000442456,2,1/255,square_attack,0.9438559412956238,0.9438559412956238,0.9438559412956238,57.67373455895318
yolo11m,000000442456,2,2/255,odpv,0.8851582407951355,0.8851582407951355,0.8851582407951355,21.62965726852417
yolo11m,000000442456,2,2/255,pgd,0.2984188497066498,0.0,0.0,1.2401469283633761
yolo11m,000000442456,2,2/255,rcp,0.948257319222145,0.948257319222145,0.948257319222145,246.6216286553277
yolo11m,000000442456,2,2/255,square_attack,0.937275230884552,0.937275230884552,0.937275230884552,46.94229147169325
yolo11m,000000442456,3,1/255,odpv,0.0,0.0,0.0,0.0022618770599365234
yolo11m,000000442456,3,1/255,pgd,0.0,0.0,0.0,1.1260558234320746
yolo11m,000000442456,3,1/255,rcp,0.0,0.0,0.0,245.09502498308817
yolo11m,000000442456,3,1/255,square_attack,0.0,0.0,0.0,57.67373455895318
yolo11m,000000442456,3,2/255,odpv,0.0,0.0,0.0,0.002900362014770508
yolo11m,000000442456,3,2/255,pgd,0.0,0.0,0.0,1.2401469283633761
yolo11m,000000442456,3,2/255,rcp,0.0,0.0,0.0,246.6216286553277
yolo11m,000000442456,3,2/255,square_attack,0.0,0.0,0.0,46.94229147169325
yolo11m,000000442456,4,1/255,odpv,0.8762120604515076,0.8762120604515076,0.8762120604515076,21.91433572769165
yolo11m,000000442456,4,1/255,pgd,0.0,0.0,0.0,1.1260558234320746
yolo11m,000000442456,4,1/255,rcp,0.9288961925435092,0.9288961925435092,0.9288961925435092,245.09502498308817
yolo11m,000000442456,4,1/255,square_attack,0.8813194632530212,0.8813194632530212,0.8813194632530212,57.67373455895318
yolo11m,000000442456,4,2/255,odpv,0.8361281752586365,0.8361281752586365,0.8361281752586365,21.31873655319214
yolo11m,000000442456,4,2/255,pgd,0.038715701550245285,0.0,0.0,1.2401469283633761
yolo11m,000000442456,4,2/255,rcp,0.870040228321411,0.870040228321411,0.870040228321411,246.6216286553277
yolo11m,000000442456,4,2/255,square_attack,0.499106764793396,0.0,0.0,46.94229147169325
yolo11m,000000442456,5,1/255,odpv,0.555018424987793,0.555018424987793,0.0,22.10457420349121
yolo11m,000000442456,5,1/255,pgd,0.0,0.0,0.0,1.1260558234320746
yolo11m,000000442456,5,1/255,rcp,0.5612355061874155,0.5612355061874155,0.0,245.09502498308817
yolo11m,000000442456,5,1/255,square_attack,0.5460972189903259,0.5460972189903259,0.0,57.67373455895318
yolo11m,000000442456,5,2/255,odpv,0.5523346066474915,0.5523346066474915,0.0,21.576447010040283
yolo11m,000000442456,5,2/255,pgd,0.064427949488163,0.0,0.0,1.2401469283633761
yolo11m,000000442456,5,2/255,rcp,0.5606887125224709,0.5606887125224709,0.0,246.6216286553277
yolo11m,000000442456,5,2/255,square_attack,0.5141491889953613,0.5141491889953613,0.0,46.94229147169325
yolo11m,000000442456,6,1/255,odpv,0.93327397108078,0.93327397108078,0.93327397108078,21.81689763069153
yolo11m,000000442456,6,1/255,pgd,0.6598418951034546,0.6598418951034546,0.0,1.1260558234320746
yolo11m,000000442456,6,1/255,rcp,0.9572397472889841,0.9572397472889841,0.9572397472889841,245.09502498308817
yolo11m,000000442456,6,1/255,square_attack,0.9470770359039307,0.9470770359039307,0.9470770359039307,57.67373455895318
yolo11m,000000442456,6,2/255,odpv,0.9251585006713867,0.9251585006713867,0.9251585006713867,21.500885009765625
yolo11m,000000442456,6,2/255,pgd,0.41150277853012085,0.0,0.0,1.2401469283633761
yolo11m,000000442456,6,2/255,rcp,0.9548198255350387,0.9548198255350387,0.9548198255350387,246.6216286553277
yolo11m,000000442456,6,2/255,square_attack,0.9326106905937195,0.9326106905937195,0.9326106905937195,46.94229147169325
yolo11m,000000442456,7,1/255,odpv,0.7512140870094299,0.7512140870094299,0.7512140870094299,22.035085678100586
yolo11m,000000442456,7,1/255,pgd,0.003092331113293767,0.0,0.0,1.1260558234320746
yolo11m,000000442456,7,1/255,rcp,0.7997651726325333,0.7997651726325333,0.7997651726325333,245.09502498308817
yolo11m,000000442456,7,1/255,square_attack,0.7829738259315491,0.7829738259315491,0.7829738259315491,57.67373455895318
yolo11m,000000442456,7,2/255,odpv,0.7512140870094299,0.7512140870094299,0.7512140870094299,21.24661111831665
yolo11m,000000442456,7,2/255,pgd,0.0,0.0,0.0,1.2401469283633761
yolo11m,000000442456,7,2/255,rcp,0.7931268542908012,0.7931268542908012,0.7931268542908012,246.6216286553277
yolo11m,000000442456,7,2/255,square_attack,0.766242504119873,0.766242504119873,0.766242504119873,46.94229147169325
yolo11m,000000442456,8,1/255,odpv,0.9210292100906372,0.9210292100906372,0.9210292100906372,21.106274843215942
yolo11m,000000442456,8,1/255,pgd,0.0,0.0,0.0,1.1260558234320746
yolo11m,000000442456,8,1/255,rcp,0.9266218740696356,0.9266218740696356,0.9266218740696356,245.09502498308817
yolo11m,000000442456,8,1/255,square_attack,0.7215431928634644,0.7215431928634644,0.7215431928634644,57.67373455895318
yolo11m,000000442456,8,2/255,odpv,0.0,0.0,0.0,0.003155231475830078
yolo11m,000000442456,8,2/255,pgd,0.0,0.0,0.0,1.2401469283633761
yolo11m,000000442456,8,2/255,rcp,0.0,0.0,0.0,246.6216286553277
yolo11m,000000442456,8,2/255,square_attack,0.0,0.0,0.0,46.94229147169325
yolo11m,000000484029,0,1/255,odpv,0.955594539642334,0.955594539642334,0.955594539642334,22.3466637134552
yolo11m,000000484029,0,1/255,pgd,0.7967625856399536,0.7967625856399536,0.7967625856399536,1.6937547028064728
yolo11m,000000484029,0,1/255,rcp,0.970405883291688,0.970405883291688,0.970405883291688,351.09297400712967
yolo11m,000000484029,0,1/255,square_attack,0.9630149006843567,0.9630149006843567,0.9630149006843567,95.86425444483757
yolo11m,000000484029,0,2/255,odpv,0.9556072950363159,0.9556072950363159,0.9556072950363159,22.214823484420776
yolo11m,000000484029,0,2/255,pgd,0.5991289019584656,0.5991289019584656,0.0,1.5110846757888794
yolo11m,000000484029,0,2/255,rcp,0.9657450019219217,0.9657450019219217,0.9657450019219217,351.0436102449894
yolo11m,000000484029,0,2/255,square_attack,0.9495542049407959,0.9495542049407959,0.9495542049407959,90.13210391998291
yolo11m,000000484029,1,1/255,odpv,0.8133620023727417,0.8133620023727417,0.8133620023727417,23.793131351470947
yolo11m,000000484029,1,1/255,pgd,0.30863913893699646,0.0,0.0,1.6937547028064728
yolo11m,000000484029,1,1/255,rcp,0.8912435373431703,0.8912435373431703,0.8912435373431703,351.09297400712967
yolo11m,000000484029,1,1/255,square_attack,0.8770261406898499,0.8770261406898499,0.8770261406898499,95.86425444483757
yolo11m,000000484029,1,2/255,odpv,0.8133041262626648,0.8133041262626648,0.8133041262626648,23.43940567970276
yolo11m,000000484029,1,2/255,pgd,0.0,0.0,0.0,1.5110846757888794
yolo11m,000000484029,1,2/255,rcp,0.875047994157608,0.875047994157608,0.875047994157608,351.0436102449894
yolo11m,000000484029,1,2/255,square_attack,0.8370867371559143,0.8370867371559143,0.8370867371559143,90.13210391998291
yolo11m,000000484029,2,1/255,odpv,0.8332430124282837,0.8332430124282837,0.8332430124282837,23.756267309188843
