model,image,gt_index,epsilon,conf_threshold,iou_threshold,method,target_method,iou_0.5,iou_0.7,iou,time,iou_0.5_target,iou_0.7_target,iou_target,delta_0.5,delta_0.7,delta,TP_0.5,TP_0.7,FP_0.5,FP_0.7,FN_0.5,FN_0.7,TN_0.5,TN_0.7,pgd_bounds_lower_0.5,pgd_bounds_lower_0.7
yolo11x,14380,0,1/255,0.25,0.45,odpv,pgd,0.7274529933929443,0.7274529933929443,0.7274529933929443,345.99763691425323,0.0,0.0,0.0,0.7274529933929443,0.7274529933929443,0.7274529933929443,False,False,True,True,False,False,False,False,True,True
yolo11x,14380,0,1/255,0.25,0.45,odpv,square_attack,0.7274529933929443,0.7274529933929443,0.7274529933929443,345.99763691425323,0.8374001383781433,0.8374001383781433,0.8374001383781433,0.10994714498519897,0.10994714498519897,0.10994714498519897,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,0,1/255,0.25,0.45,odpv,rcp,0.7274529933929443,0.7274529933929443,0.7274529933929443,345.99763691425323,0.8557387202603506,0.8557387202603506,0.8557387202603506,0.12828572686740625,0.12828572686740625,0.12828572686740625,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,0,1/255,0.25,0.45,median_nms,pgd,0.8566330075263977,0.8566330075263977,0.8566330075263977,48.49600124359131,0.0,0.0,0.0,0.8566330075263977,0.8566330075263977,0.8566330075263977,False,False,True,True,False,False,False,False,True,True
yolo11x,14380,0,1/255,0.25,0.45,median_nms,square_attack,0.8566330075263977,0.8566330075263977,0.8566330075263977,48.49600124359131,0.8374001383781433,0.8374001383781433,0.8374001383781433,0.019232869148254395,0.019232869148254395,0.019232869148254395,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,0,1/255,0.25,0.45,median_nms,rcp,0.8566330075263977,0.8566330075263977,0.8566330075263977,48.49600124359131,0.8557387202603506,0.8557387202603506,0.8557387202603506,0.0008942872660471224,0.0008942872660471224,0.0008942872660471224,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,0,2/255,0.25,0.45,rcp,pgd,0.8512889474550597,0.8512889474550597,0.8512889474550597,2281.509491920471,0.0,0.0,0.0,0.8512889474550597,0.8512889474550597,0.8512889474550597,False,False,True,True,False,False,False,False,True,True
yolo11x,14380,0,2/255,0.25,0.45,rcp,square_attack,0.8512889474550597,0.8512889474550597,0.8512889474550597,2281.509491920471,0.0,0.0,0.0,0.8512889474550597,0.8512889474550597,0.8512889474550597,False,False,True,True,False,False,False,False,True,True
yolo11x,14380,0,2/255,0.25,0.45,rcp,rcp,0.8512889474550597,0.8512889474550597,0.8512889474550597,2281.509491920471,0.8512889474550597,0.8512889474550597,0.8512889474550597,0.0,0.0,0.0,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,0,2/255,0.25,0.45,odpv,pgd,0.6700217723846436,0.0,0.6700217723846436,345.8828065395355,0.0,0.0,0.0,0.6700217723846436,0.0,0.6700217723846436,False,False,True,False,False,False,False,True,True,True
yolo11x,14380,0,2/255,0.25,0.45,odpv,square_attack,0.6700217723846436,0.0,0.6700217723846436,345.8828065395355,0.0,0.0,0.0,0.6700217723846436,0.0,0.6700217723846436,False,False,True,False,False,False,False,True,True,True
yolo11x,14380,0,2/255,0.25,0.45,odpv,rcp,0.6700217723846436,0.0,0.6700217723846436,345.8828065395355,0.8512889474550597,0.8512889474550597,0.8512889474550597,0.18126717507041612,0.8512889474550597,0.18126717507041612,True,False,False,False,False,True,False,False,True,True
yolo11x,14380,0,2/255,0.25,0.45,median_nms,pgd,0.8495009541511536,0.8495009541511536,0.8495009541511536,47.104299545288086,0.0,0.0,0.0,0.8495009541511536,0.8495009541511536,0.8495009541511536,False,False,True,True,False,False,False,False,True,True
yolo11x,14380,0,2/255,0.25,0.45,median_nms,square_attack,0.8495009541511536,0.8495009541511536,0.8495009541511536,47.104299545288086,0.0,0.0,0.0,0.8495009541511536,0.8495009541511536,0.8495009541511536,False,False,True,True,False,False,False,False,True,True
yolo11x,14380,0,2/255,0.25,0.45,median_nms,rcp,0.8495009541511536,0.8495009541511536,0.8495009541511536,47.104299545288086,0.8512889474550597,0.8512889474550597,0.8512889474550597,0.0017879933039061102,0.0017879933039061102,0.0017879933039061102,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,1,1/255,0.25,0.45,rcp,pgd,0.964815095281097,0.964815095281097,0.964815095281097,2273.0314968824387,0.0,0.0,0.0,0.964815095281097,0.964815095281097,0.964815095281097,False,False,True,True,False,False,False,False,True,True
yolo11x,14380,1,1/255,0.25,0.45,rcp,square_attack,0.964815095281097,0.964815095281097,0.964815095281097,2273.0314968824387,0.9426823854446412,0.9426823854446412,0.9426823854446412,0.022132709836455766,0.022132709836455766,0.022132709836455766,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,1,1/255,0.25,0.45,rcp,rcp,0.964815095281097,0.964815095281097,0.964815095281097,2273.0314968824387,0.964815095281097,0.964815095281097,0.964815095281097,0.0,0.0,0.0,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,1,1/255,0.25,0.45,odpv,pgd,0.932586431503296,0.932586431503296,0.932586431503296,345.99763691425323,0.0,0.0,0.0,0.932586431503296,0.932586431503296,0.932586431503296,False,False,True,True,False,False,False,False,True,True
yolo11x,14380,1,1/255,0.25,0.45,odpv,square_attack,0.932586431503296,0.932586431503296,0.932586431503296,345.99763691425323,0.9426823854446412,0.9426823854446412,0.9426823854446412,0.010095953941345215,0.010095953941345215,0.010095953941345215,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,1,1/255,0.25,0.45,odpv,rcp,0.932586431503296,0.932586431503296,0.932586431503296,345.99763691425323,0.964815095281097,0.964815095281097,0.964815095281097,0.03222866377780098,0.03222866377780098,0.03222866377780098,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,1,1/255,0.25,0.45,median_nms,pgd,0.9618937969207764,0.9618937969207764,0.9618937969207764,48.49600124359131,0.0,0.0,0.0,0.9618937969207764,0.9618937969207764,0.9618937969207764,False,False,True,True,False,False,False,False,True,True
yolo11x,14380,1,1/255,0.25,0.45,median_nms,square_attack,0.9618937969207764,0.9618937969207764,0.9618937969207764,48.49600124359131,0.9426823854446412,0.9426823854446412,0.9426823854446412,0.019211411476135143,0.019211411476135143,0.019211411476135143,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,1,1/255,0.25,0.45,median_nms,rcp,0.9618937969207764,0.9618937969207764,0.9618937969207764,48.49600124359131,0.964815095281097,0.964815095281097,0.964815095281097,0.0029212983603206233,0.0029212983603206233,0.0029212983603206233,True,True,False,False,False,False,False,False,True,True
yolo11x,14380,1,2/255,0.25,0.45,rcp,pgd,0.9633081943199104,0.9633081943199104,0.9633081943199104,2281.509491920471,0.0,0.0,0.0,0.9633081943199104,0.9633081943199104,0.9633081943199104,False,False,True,True,False,False,False,False,True,True
