model,image,gt_index,epsilon,conf_threshold,iou_threshold,method,target_method,iou_0.5,iou_0.7,iou,time,iou_0.5_target,iou_0.7_target,iou_target,delta_0.5,delta_0.7,delta,TP_0.5,TP_0.7,FP_0.5,FP_0.7,FN_0.5,FN_0.7,TN_0.5,TN_0.7
yolo11x,14380,1,2/255,0.45,0.65,odpv,pgd,0.0,0.0,0.0,292.83350229263306,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,14380,1,2/255,0.65,0.25,rcp,pgd,0.9635850019716288,0.9635850019716288,0.9635850019716288,2252.1273139715195,0.0,0.0,0.0,0.9635850019716288,0.9635850019716288,0.9635850019716288,False,False,True,True,False,False,False,False
yolo11x,14380,1,2/255,0.65,0.25,odpv,pgd,0.0,0.0,0.0,279.4928780794144,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,14380,1,2/255,0.65,0.45,rcp,pgd,0.9629429165763131,0.9629429165763131,0.9629429165763131,2318.116001367569,0.0,0.0,0.0,0.9629429165763131,0.9629429165763131,0.9629429165763131,False,False,True,True,False,False,False,False
yolo11x,14380,1,2/255,0.65,0.45,odpv,pgd,0.0,0.0,0.0,290.40946090221405,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,14380,1,2/255,0.65,0.65,rcp,pgd,0.963418718852643,0.963418718852643,0.963418718852643,2281.343045353889,0.0,0.0,0.0,0.963418718852643,0.963418718852643,0.963418718852643,False,False,True,True,False,False,False,False
yolo11x,14380,1,2/255,0.65,0.65,odpv,pgd,0.0,0.0,0.0,297.3792057037353,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,65485,0,2/255,0.25,0.25,rcp,pgd,0.9888386776020516,0.9888386776020516,0.9888386776020516,1996.59207379818,0.0,0.0,0.0,0.9888386776020516,0.9888386776020516,0.9888386776020516,False,False,True,True,False,False,False,False
yolo11x,65485,0,2/255,0.25,0.25,odpv,pgd,0.0,0.0,0.0,279.34010565280914,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,65485,0,2/255,0.25,0.45,rcp,pgd,0.9888284015037972,0.9888284015037972,0.9888284015037972,1999.4362751245496,0.0,0.0,0.0,0.9888284015037972,0.9888284015037972,0.9888284015037972,False,False,True,True,False,False,False,False
yolo11x,65485,0,2/255,0.25,0.45,odpv,pgd,0.0,0.0,0.0,290.7679371833801,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,65485,0,2/255,0.25,0.65,rcp,pgd,0.9889309467957388,0.9889309467957388,0.9889309467957388,1907.055057168007,0.0,0.0,0.0,0.9889309467957388,0.9889309467957388,0.9889309467957388,False,False,True,True,False,False,False,False
yolo11x,65485,0,2/255,0.25,0.65,odpv,pgd,0.0,0.0,0.0,299.06267642974854,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,65485,0,2/255,0.45,0.25,rcp,pgd,0.989067447822119,0.989067447822119,0.989067447822119,2004.2159634828568,0.0,0.0,0.0,0.989067447822119,0.989067447822119,0.989067447822119,False,False,True,True,False,False,False,False
yolo11x,65485,0,2/255,0.45,0.25,odpv,pgd,0.0,0.0,0.0,290.7713226079941,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,65485,0,2/255,0.45,0.45,rcp,pgd,0.9891678307471076,0.9891678307471076,0.9891678307471076,2001.4415613412857,0.0,0.0,0.0,0.9891678307471076,0.9891678307471076,0.9891678307471076,False,False,True,True,False,False,False,False
yolo11x,65485,0,2/255,0.45,0.45,odpv,pgd,0.0,0.0,0.0,292.6583284139633,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,65485,0,2/255,0.45,0.65,rcp,pgd,0.9890534515455088,0.9890534515455088,0.9890534515455088,1997.175882935524,0.0,0.0,0.0,0.9890534515455088,0.9890534515455088,0.9890534515455088,False,False,True,True,False,False,False,False
yolo11x,65485,0,2/255,0.45,0.65,odpv,pgd,0.0,0.0,0.0,279.44932997226715,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,65485,0,2/255,0.65,0.25,rcp,pgd,0.9890684860080988,0.9890684860080988,0.9890684860080988,1915.767085194588,0.0,0.0,0.0,0.9890684860080988,0.9890684860080988,0.9890684860080988,False,False,True,True,False,False,False,False
yolo11x,65485,0,2/255,0.65,0.25,odpv,pgd,0.0,0.0,0.0,290.76073229312897,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,65485,0,2/255,0.65,0.45,rcp,pgd,0.988541114839072,0.988541114839072,0.988541114839072,2001.840346455574,0.0,0.0,0.0,0.988541114839072,0.988541114839072,0.988541114839072,False,False,True,True,False,False,False,False
yolo11x,65485,0,2/255,0.65,0.45,odpv,pgd,0.0,0.0,0.0,292.7383027076721,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
