model,image,gt_index,epsilon,conf_threshold,iou_threshold,method,iou,iou_0.5,iou_0.7,time
yolo11x,000000191013,6,1/255,0.45,0.25,odpv,0.571219801902771,0.571219801902771,0.0,53.05839681625366
yolo11x,000000191013,6,1/255,0.45,0.25,pgd,0.0,0.0,0.0,696.2522819042206
yolo11x,000000191013,6,1/255,0.45,0.25,rcp,0.783091518610546,0.783091518610546,0.783091518610546,433.81685304641724
yolo11x,000000191013,6,1/255,0.45,0.25,square_attack,0.7677232027053833,0.7677232027053833,0.7677232027053833,173.93602299690247
yolo11x,000000191013,6,2/255,0.45,0.25,odpv,0.6652092337608337,0.6652092337608337,0.0,53.013299226760864
yolo11x,000000191013,6,2/255,0.45,0.25,pgd,0.0,0.0,0.0,71.25120306015015
yolo11x,000000191013,6,2/255,0.45,0.25,rcp,0.7651833570300535,0.7651833570300535,0.7651833570300535,432.131336838007
yolo11x,000000191013,6,2/255,0.45,0.25,square_attack,0.7621962428092957,0.7621962428092957,0.7621962428092957,173.07340291142464
yolo11x,000000191013,7,1/255,0.45,0.25,odpv,0.8894135355949402,0.8894135355949402,0.8894135355949402,54.23160409927368
yolo11x,000000191013,7,1/255,0.45,0.25,pgd,0.11510525643825531,0.0,0.0,696.2522819042206
yolo11x,000000191013,7,1/255,0.45,0.25,rcp,0.9531370113606858,0.9531370113606858,0.9531370113606858,433.81685304641724
yolo11x,000000191013,7,1/255,0.45,0.25,square_attack,0.952471137046814,0.952471137046814,0.952471137046814,173.93602299690247
yolo11x,000000191013,7,2/255,0.45,0.25,odpv,0.0,0.0,0.0,0.1871798038482666
yolo11x,000000191013,7,2/255,0.45,0.25,pgd,0.0,0.0,0.0,71.25120306015015
yolo11x,000000191013,7,2/255,0.45,0.25,rcp,0.949230904708978,0.949230904708978,0.949230904708978,432.131336838007
yolo11x,000000191013,7,2/255,0.45,0.25,square_attack,0.9275054931640625,0.9275054931640625,0.9275054931640625,173.07340291142464
yolo11x,000000263463,0,1/255,0.45,0.25,odpv,0.8620207905769348,0.8620207905769348,0.8620207905769348,53.49065041542053
yolo11x,000000263463,0,1/255,0.45,0.25,pgd,0.0,0.0,0.0,1.6336841583251953
yolo11x,000000263463,0,1/255,0.45,0.25,rcp,0.9031613004692876,0.9031613004692876,0.9031613004692876,789.3573425412178
yolo11x,000000263463,0,1/255,0.45,0.25,square_attack,0.8290209174156189,0.8290209174156189,0.8290209174156189,43.54139173030853
yolo11x,000000263463,0,2/255,0.45,0.25,odpv,0.8283888101577759,0.8283888101577759,0.8283888101577759,53.60054898262024
yolo11x,000000263463,0,2/255,0.45,0.25,pgd,0.0,0.0,0.0,1.4264557361602783
yolo11x,000000263463,0,2/255,0.45,0.25,rcp,0.8936314002291595,0.8936314002291595,0.8936314002291595,787.0649924874306
