model,image,gt_index,epsilon,conf_threshold,iou_threshold,method,iou,iou_0.5,iou_0.7,time,noise_type,cmi_max_iou,fa_min_iou
yolo11x,000000146498,2,1/255,0.25,0.45,odpv,0.0,0.0,0.0,579.4291686614355,poisson_gaussian,1.0,0.0
yolo11x,000000146498,2,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.22378746668498,salt_and_pepper,0.0,0.722193717956543
yolo11x,000000146498,2,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.23046485582988,uniform,0.0,0.7194089889526367
yolo11x,000000146498,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,875.0725504954656,laplace,0.0,0.8392299195904509
yolo11x,000000146498,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,863.1823832988739,normal,0.0,0.8583764688770427
yolo11x,000000146498,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1164.3784144322078,poisson,0.0,0.8479221947830273
yolo11x,000000146498,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1579.106449007988,poisson_gaussian,0.0,0.8429200055706971
yolo11x,000000146498,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,823.6587142944336,salt_and_pepper,0.0,0.859683779825137
yolo11x,000000146498,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,568.0406251351038,uniform,0.0,0.8586430347416744
yolo11x,000000146498,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,872.524457414945,laplace,0.0,0.8228443450706014
yolo11x,000000146498,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,848.3000957568487,normal,0.0,0.8523562055348033
yolo11x,000000146498,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1321.3704365889232,poisson,0.0,0.838940171722485
yolo11x,000000146498,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1751.104605237643,poisson_gaussian,0.0,0.8338682133706562
yolo11x,000000146498,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,819.792453845342,salt_and_pepper,0.0,0.8522212982984108
yolo11x,000000146498,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,564.506786664327,uniform,0.0,0.8445046652945044
yolo11x,000000146498,3,1/255,0.25,0.45,odpv,0.0,0.0,0.0,204.62999081611633,laplace,1.0,0.0
yolo11x,000000146498,3,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.07435301939647,normal,0.0,0.722193717956543
yolo11x,000000146498,3,1/255,0.25,0.45,odpv,0.0,0.0,0.0,685.9814000527064,poisson,1.0,0.0
yolo11x,000000146498,3,1/255,0.25,0.45,odpv,0.0,0.0,0.0,579.4291686614355,poisson_gaussian,1.0,0.0
yolo11x,000000146498,3,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.22378746668498,salt_and_pepper,0.0,0.722193717956543
yolo11x,000000146498,3,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.23046485582988,uniform,0.0,0.7194089889526367
yolo11x,000000146498,3,1/255,0.25,0.45,rcp,0.0,0.0,0.0,875.0725504954656,laplace,0.0,0.8392299195904509
yolo11x,000000146498,3,1/255,0.25,0.45,rcp,0.0,0.0,0.0,863.1823832988739,normal,0.0,0.8583764688770427
yolo11x,000000146498,3,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1164.3784144322078,poisson,0.0,0.8479221947830273
yolo11x,000000146498,3,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1579.106449007988,poisson_gaussian,0.0,0.8429200055706971
yolo11x,000000146498,3,1/255,0.25,0.45,rcp,0.0,0.0,0.0,823.6587142944336,salt_and_pepper,0.0,0.859683779825137
yolo11x,000000146498,3,1/255,0.25,0.45,rcp,0.0,0.0,0.0,568.0406251351038,uniform,0.0,0.8586430347416744
yolo11x,000000146498,3,2/255,0.25,0.45,rcp,0.0,0.0,0.0,872.524457414945,laplace,0.0,0.8228443450706014
yolo11x,000000146498,3,2/255,0.25,0.45,rcp,0.0,0.0,0.0,848.3000957568487,normal,0.0,0.8523562055348033
yolo11x,000000146498,3,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1321.3704365889232,poisson,0.0,0.838940171722485
yolo11x,000000146498,3,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1751.104605237643,poisson_gaussian,0.0,0.8338682133706562
yolo11x,000000146498,3,2/255,0.25,0.45,rcp,0.0,0.0,0.0,819.792453845342,salt_and_pepper,0.0,0.8522212982984108
yolo11x,000000146498,3,2/255,0.25,0.45,rcp,0.0,0.0,0.0,564.506786664327,uniform,0.0,0.8445046652945044
yolo11x,000000146498,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,204.62999081611633,laplace,1.0,0.0
yolo11x,000000146498,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.07435301939647,normal,0.0,0.722193717956543
yolo11x,000000146498,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,685.9814000527064,poisson,1.0,0.0
yolo11x,000000146498,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,579.4291686614355,poisson_gaussian,1.0,0.0
yolo11x,000000146498,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.22378746668498,salt_and_pepper,0.0,0.722193717956543
yolo11x,000000146498,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.23046485582988,uniform,0.0,0.7194089889526367
yolo11x,000000146498,4,1/255,0.25,0.45,rcp,0.0,0.0,0.0,875.0725504954656,laplace,0.0,0.8392299195904509
yolo11x,000000146498,4,1/255,0.25,0.45,rcp,0.0,0.0,0.0,863.1823832988739,normal,0.0,0.8583764688770427
yolo11x,000000146498,4,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1164.3784144322078,poisson,0.0,0.8479221947830273
yolo11x,000000146498,4,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1579.106449007988,poisson_gaussian,0.0,0.8429200055706971
yolo11x,000000146498,4,1/255,0.25,0.45,rcp,0.0,0.0,0.0,823.6587142944336,salt_and_pepper,0.0,0.859683779825137
yolo11x,000000146498,4,1/255,0.25,0.45,rcp,0.0,0.0,0.0,568.0406251351038,uniform,0.0,0.8586430347416744
yolo11x,000000146498,4,2/255,0.25,0.45,rcp,0.0,0.0,0.0,872.524457414945,laplace,0.0,0.8228443450706014
yolo11x,000000146498,4,2/255,0.25,0.45,rcp,0.0,0.0,0.0,848.3000957568487,normal,0.0,0.8523562055348033
yolo11x,000000146498,4,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1321.3704365889232,poisson,0.0,0.838940171722485
yolo11x,000000146498,4,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1751.104605237643,poisson_gaussian,0.0,0.8338682133706562
yolo11x,000000146498,4,2/255,0.25,0.45,rcp,0.0,0.0,0.0,819.792453845342,salt_and_pepper,0.0,0.8522212982984108
yolo11x,000000146498,4,2/255,0.25,0.45,rcp,0.0,0.0,0.0,564.506786664327,uniform,0.0,0.8445046652945044
yolo11x,000000146498,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,204.62999081611633,laplace,0.03752613067626953,0.0
yolo11x,000000146498,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.07435301939647,normal,0.0,0.722193717956543
yolo11x,000000146498,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,685.9814000527064,poisson,1.0,0.0
yolo11x,000000146498,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,579.4291686614355,poisson_gaussian,1.0,0.0
yolo11x,000000146498,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.22378746668498,salt_and_pepper,0.0,0.722193717956543
yolo11x,000000146498,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,98.23046485582988,uniform,0.0,0.7194089889526367
yolo11x,000000146498,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,875.0725504954656,laplace,0.0,0.8392299195904509
yolo11x,000000146498,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,863.1823832988739,normal,0.0,0.8583764688770427
yolo11x,000000146498,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1164.3784144322078,poisson,0.0,0.8479221947830273
yolo11x,000000146498,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1579.106449007988,poisson_gaussian,0.0,0.8429200055706971
yolo11x,000000146498,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,823.6587142944336,salt_and_pepper,0.0,0.859683779825137
yolo11x,000000146498,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,568.0406251351038,uniform,0.0,0.8586430347416744
yolo11x,000000146498,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,872.524457414945,laplace,0.0,0.8228443450706014
yolo11x,000000146498,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,848.3000957568487,normal,0.0,0.8523562055348033
yolo11x,000000146498,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1321.3704365889232,poisson,0.0,0.838940171722485
yolo11x,000000146498,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1751.104605237643,poisson_gaussian,0.0,0.8338682133706562
yolo11x,000000146498,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,819.792453845342,salt_and_pepper,0.0,0.8522212982984108
yolo11x,000000146498,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,564.506786664327,uniform,0.0,0.8445046652945044
yolo11x,000000152771,0,1/255,0.25,0.45,odpv,0.8585535287857056,0.8585535287857056,0.8585535287857056,210.99882356325784,laplace,9.5367431640625e-07,0.37526988983154297
yolo11x,000000152771,0,1/255,0.25,0.45,odpv,0.9002971053123474,0.9002971053123474,0.9002971053123474,104.17749611536662,normal,9.5367431640625e-07,0.3905048370361328
yolo11x,000000152771,0,1/255,0.25,0.45,odpv,0.0,0.0,0.0,650.5174283583959,poisson,1.0,0.0
yolo11x,000000152771,0,1/255,0.25,0.45,odpv,0.0,0.0,0.0,1025.7435441811879,poisson_gaussian,1.0,0.0
yolo11x,000000152771,0,1/255,0.25,0.45,odpv,0.9003043174743652,0.9003043174743652,0.9003043174743652,103.96451421578725,salt_and_pepper,9.5367431640625e-07,0.3905048370361328
yolo11x,000000152771,0,1/255,0.25,0.45,odpv,0.8997810482978821,0.8997810482978821,0.8997810482978821,104.31396861871083,uniform,9.5367431640625e-07,0.3803730010986328
yolo11x,000000152771,0,1/255,0.25,0.45,rcp,0.9274939420917534,0.9274939420917534,0.9274939420917534,863.006684422493,laplace,0.03175575467262749,0.4087290369706824
yolo11x,000000152771,0,1/255,0.25,0.45,rcp,0.9299462461313064,0.9299462461313064,0.9299462461313064,832.1520057519277,normal,0.031663257606114485,0.4092013348366926
yolo11x,000000152771,0,1/255,0.25,0.45,rcp,0.9294075098587755,0.9294075098587755,0.9294075098587755,1179.1095736026764,poisson,0.03179255041002387,0.4084940866444569
yolo11x,000000152771,0,1/255,0.25,0.45,rcp,0.9284621128975349,0.9284621128975349,0.9284621128975349,1611.589782277743,poisson_gaussian,0.03177114863480817,0.40881610281141734
yolo11x,000000152771,0,1/255,0.25,0.45,rcp,0.9317140558629311,0.9317140558629311,0.9317140558629311,843.5754257837931,salt_and_pepper,0.031627057031148105,0.4093869374559538
yolo11x,000000152771,0,1/255,0.25,0.45,rcp,0.9314390265659201,0.9314390265659201,0.9314390265659201,608.8415072758993,uniform,0.03165505095449414,0.40940659301999405
yolo11x,000000152771,0,2/255,0.25,0.45,rcp,0.9232305623681902,0.9232305623681902,0.9232305623681902,859.9242323637009,laplace,0.031948637037597385,0.4076927827231861
yolo11x,000000152771,0,2/255,0.25,0.45,rcp,0.9303017817367296,0.9303017817367296,0.9303017817367296,852.4907230933508,normal,0.03171501395626117,0.40894912000570677
yolo11x,000000152771,0,2/255,0.25,0.45,rcp,0.9215693645723125,0.9215693645723125,0.9215693645723125,1333.0062739054363,poisson,0.03185492318476125,0.4079978135210767
yolo11x,000000152771,0,2/255,0.25,0.45,rcp,0.9251753042054808,0.9251753042054808,0.9251753042054808,1730.5240526994069,poisson_gaussian,0.031861028567443106,0.40862956846757054
yolo11x,000000152771,0,2/255,0.25,0.45,rcp,0.9312114646914619,0.9312114646914619,0.9312114646914619,845.1742986440659,salt_and_pepper,0.03166766138081141,0.40887746827393906
yolo11x,000000152771,0,2/255,0.25,0.45,rcp,0.9253449575722806,0.9253449575722806,0.9253449575722806,606.2335956494013,uniform,0.03179833441882937,0.40861856821088466
yolo11x,000000152771,1,1/255,0.25,0.45,odpv,0.0,0.0,0.0,210.99882356325784,laplace,0.43532752990722656,0.37526988983154297
yolo11x,000000152771,1,1/255,0.25,0.45,odpv,0.0,0.0,0.0,104.17749611536662,normal,0.4291954040527344,0.3905048370361328
yolo11x,000000152771,1,1/255,0.25,0.45,odpv,0.0,0.0,0.0,650.5174283583959,poisson,1.0,0.0
yolo11x,000000152771,1,1/255,0.25,0.45,odpv,0.0,0.0,0.0,1025.7435441811879,poisson_gaussian,1.0,0.0
yolo11x,000000152771,1,1/255,0.25,0.45,odpv,0.0,0.0,0.0,103.96451421578725,salt_and_pepper,0.4291954040527344,0.3905048370361328
yolo11x,000000152771,1,1/255,0.25,0.45,odpv,0.0,0.0,0.0,104.31396861871083,uniform,0.4291954040527344,0.3803730010986328
yolo11x,000000152771,1,1/255,0.25,0.45,rcp,0.4087290369706824,0.0,0.0,863.006684422493,laplace,0.03175575467262749,0.4087290369706824
yolo11x,000000152771,1,1/255,0.25,0.45,rcp,0.4092013348366926,0.0,0.0,832.1520057519277,normal,0.031663257606114485,0.4092013348366926
yolo11x,000000152771,1,1/255,0.25,0.45,rcp,0.4084940866444569,0.0,0.0,1179.1095736026764,poisson,0.03179255041002387,0.4084940866444569
yolo11x,000000152771,1,1/255,0.25,0.45,rcp,0.40881610281141734,0.0,0.0,1611.589782277743,poisson_gaussian,0.03177114863480817,0.40881610281141734
yolo11x,000000152771,1,1/255,0.25,0.45,rcp,0.4093869374559538,0.0,0.0,843.5754257837931,salt_and_pepper,0.031627057031148105,0.4093869374559538
yolo11x,000000152771,1,1/255,0.25,0.45,rcp,0.40940659301999405,0.0,0.0,608.8415072758993,uniform,0.03165505095449414,0.40940659301999405
yolo11x,000000152771,1,2/255,0.25,0.45,rcp,0.4076927827231861,0.0,0.0,859.9242323637009,laplace,0.031948637037597385,0.4076927827231861
yolo11x,000000152771,1,2/255,0.25,0.45,rcp,0.40894912000570677,0.0,0.0,852.4907230933508,normal,0.03171501395626117,0.40894912000570677
yolo11x,000000152771,1,2/255,0.25,0.45,rcp,0.4079978135210767,0.0,0.0,1333.0062739054363,poisson,0.03185492318476125,0.4079978135210767
yolo11x,000000152771,1,2/255,0.25,0.45,rcp,0.40862956846757054,0.0,0.0,1730.5240526994069,poisson_gaussian,0.031861028567443106,0.40862956846757054
yolo11x,000000152771,1,2/255,0.25,0.45,rcp,0.40887746827393906,0.0,0.0,845.1742986440659,salt_and_pepper,0.03166766138081141,0.40887746827393906
yolo11x,000000152771,1,2/255,0.25,0.45,rcp,0.40861856821088466,0.0,0.0,606.2335956494013,uniform,0.03179833441882937,0.40861856821088466
yolo11x,000000152771,2,1/255,0.25,0.45,odpv,0.0,0.0,0.0,210.99882356325784,laplace,0.9494743347167969,0.37526988983154297
yolo11x,000000152771,2,1/255,0.25,0.45,odpv,0.0,0.0,0.0,104.17749611536662,normal,9.5367431640625e-07,0.3905048370361328
yolo11x,000000152771,2,1/255,0.25,0.45,odpv,0.0,0.0,0.0,650.5174283583959,poisson,1.0,0.0
yolo11x,000000152771,2,1/255,0.25,0.45,odpv,0.0,0.0,0.0,1025.7435441811879,poisson_gaussian,1.0,0.0
yolo11x,000000152771,2,1/255,0.25,0.45,odpv,0.0,0.0,0.0,103.96451421578725,salt_and_pepper,9.5367431640625e-07,0.3905048370361328
yolo11x,000000152771,2,1/255,0.25,0.45,odpv,0.0,0.0,0.0,104.31396861871083,uniform,0.9020004272460938,0.3803730010986328
yolo11x,000000152771,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,863.006684422493,laplace,0.03175575467262749,0.4087290369706824
yolo11x,000000152771,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,832.1520057519277,normal,0.031663257606114485,0.4092013348366926
yolo11x,000000152771,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1179.1095736026764,poisson,0.03179255041002387,0.4084940866444569
yolo11x,000000152771,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1611.589782277743,poisson_gaussian,0.03177114863480817,0.40881610281141734
yolo11x,000000152771,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,843.5754257837931,salt_and_pepper,0.031627057031148105,0.4093869374559538
yolo11x,000000152771,2,1/255,0.25,0.45,rcp,0.0,0.0,0.0,608.8415072758993,uniform,0.03165505095449414,0.40940659301999405
yolo11x,000000152771,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,859.9242323637009,laplace,0.031948637037597385,0.4076927827231861
yolo11x,000000152771,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,852.4907230933508,normal,0.03171501395626117,0.40894912000570677
yolo11x,000000152771,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1333.0062739054363,poisson,0.03185492318476125,0.4079978135210767
yolo11x,000000152771,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1730.5240526994069,poisson_gaussian,0.031861028567443106,0.40862956846757054
yolo11x,000000152771,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,845.1742986440659,salt_and_pepper,0.03166766138081141,0.40887746827393906
yolo11x,000000152771,2,2/255,0.25,0.45,rcp,0.0,0.0,0.0,606.2335956494013,uniform,0.03179833441882937,0.40861856821088466
yolo11x,000000152771,3,1/255,0.25,0.45,odpv,0.8751072883605957,0.8751072883605957,0.8751072883605957,210.99882356325784,laplace,9.5367431640625e-07,0.37526988983154297
yolo11x,000000152771,3,1/255,0.25,0.45,odpv,0.8735822439193726,0.8735822439193726,0.8735822439193726,104.17749611536662,normal,9.5367431640625e-07,0.3905048370361328
yolo11x,000000152771,3,1/255,0.25,0.45,odpv,0.0,0.0,0.0,650.5174283583959,poisson,1.0,0.0
yolo11x,000000152771,3,1/255,0.25,0.45,odpv,0.0,0.0,0.0,1025.7435441811879,poisson_gaussian,1.0,0.0
yolo11x,000000152771,3,1/255,0.25,0.45,odpv,0.8866064548492432,0.8866064548492432,0.8866064548492432,103.96451421578725,salt_and_pepper,9.5367431640625e-07,0.3905048370361328
yolo11x,000000152771,3,1/255,0.25,0.45,odpv,0.8735823035240173,0.8735823035240173,0.8735823035240173,104.31396861871083,uniform,9.5367431640625e-07,0.3803730010986328
yolo11x,000000152771,3,1/255,0.25,0.45,rcp,0.9192577250868098,0.9192577250868098,0.9192577250868098,863.006684422493,laplace,0.03175575467262749,0.4087290369706824
yolo11x,000000152771,3,1/255,0.25,0.45,rcp,0.921778796997432,0.921778796997432,0.921778796997432,832.1520057519277,normal,0.031663257606114485,0.4092013348366926
yolo11x,000000152771,3,1/255,0.25,0.45,rcp,0.9189529295392547,0.9189529295392547,0.9189529295392547,1179.1095736026764,poisson,0.03179255041002387,0.4084940866444569
yolo11x,000000152771,3,1/255,0.25,0.45,rcp,0.9198102835698425,0.9198102835698425,0.9198102835698425,1611.589782277743,poisson_gaussian,0.03177114863480817,0.40881610281141734
yolo11x,000000152771,3,1/255,0.25,0.45,rcp,0.9231141196904786,0.9231141196904786,0.9231141196904786,843.5754257837931,salt_and_pepper,0.031627057031148105,0.4093869374559538
yolo11x,000000152771,3,1/255,0.25,0.45,rcp,0.9217617019616369,0.9217617019616369,0.9217617019616369,608.8415072758993,uniform,0.03165505095449414,0.40940659301999405
yolo11x,000000152771,3,2/255,0.25,0.45,rcp,0.9176484200368061,0.9176484200368061,0.9176484200368061,859.9242323637009,laplace,0.031948637037597385,0.4076927827231861
yolo11x,000000152771,3,2/255,0.25,0.45,rcp,0.9221286462266821,0.9221286462266821,0.9221286462266821,852.4907230933508,normal,0.03171501395626117,0.40894912000570677
yolo11x,000000152771,3,2/255,0.25,0.45,rcp,0.9165146009046106,0.9165146009046106,0.9165146009046106,1333.0062739054363,poisson,0.03185492318476125,0.4079978135210767
yolo11x,000000152771,3,2/255,0.25,0.45,rcp,0.9160741126626379,0.9160741126626379,0.9160741126626379,1730.5240526994069,poisson_gaussian,0.031861028567443106,0.40862956846757054
yolo11x,000000152771,3,2/255,0.25,0.45,rcp,0.921213313432397,0.921213313432397,0.921213313432397,845.1742986440659,salt_and_pepper,0.03166766138081141,0.40887746827393906
yolo11x,000000152771,3,2/255,0.25,0.45,rcp,0.9201634052296137,0.9201634052296137,0.9201634052296137,606.2335956494013,uniform,0.03179833441882937,0.40861856821088466
yolo11x,000000152771,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,210.99882356325784,laplace,0.41552257537841797,0.37526988983154297
yolo11x,000000152771,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,104.17749611536662,normal,0.4096689224243164,0.3905048370361328
yolo11x,000000152771,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,650.5174283583959,poisson,1.0,0.0
yolo11x,000000152771,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,1025.7435441811879,poisson_gaussian,1.0,0.0
yolo11x,000000152771,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,103.96451421578725,salt_and_pepper,0.4096689224243164,0.3905048370361328
yolo11x,000000152771,4,1/255,0.25,0.45,odpv,0.0,0.0,0.0,104.31396861871083,uniform,0.4096689224243164,0.3803730010986328
yolo11x,000000152771,4,1/255,0.25,0.45,rcp,0.3896943063780064,0.0,0.0,863.006684422493,laplace,0.03175575467262749,0.4087290369706824
yolo11x,000000152771,4,1/255,0.25,0.45,rcp,0.3905851792190043,0.0,0.0,832.1520057519277,normal,0.031663257606114485,0.4092013348366926
yolo11x,000000152771,4,1/255,0.25,0.45,rcp,0.38957058777500314,0.0,0.0,1179.1095736026764,poisson,0.03179255041002387,0.4084940866444569
yolo11x,000000152771,4,1/255,0.25,0.45,rcp,0.3893780139906976,0.0,0.0,1611.589782277743,poisson_gaussian,0.03177114863480817,0.40881610281141734
yolo11x,000000152771,4,1/255,0.25,0.45,rcp,0.39076233805534233,0.0,0.0,843.5754257837931,salt_and_pepper,0.031627057031148105,0.4093869374559538
yolo11x,000000152771,4,1/255,0.25,0.45,rcp,0.39078109941154954,0.0,0.0,608.8415072758993,uniform,0.03165505095449414,0.40940659301999405
yolo11x,000000152771,4,2/255,0.25,0.45,rcp,0.3888319835685798,0.0,0.0,859.9242323637009,laplace,0.031948637037597385,0.4076927827231861
yolo11x,000000152771,4,2/255,0.25,0.45,rcp,0.3901717913273448,0.0,0.0,852.4907230933508,normal,0.03171501395626117,0.40894912000570677
yolo11x,000000152771,4,2/255,0.25,0.45,rcp,0.38943641075533025,0.0,0.0,1333.0062739054363,poisson,0.03185492318476125,0.4079978135210767
yolo11x,000000152771,4,2/255,0.25,0.45,rcp,0.38875760038372337,0.0,0.0,1730.5240526994069,poisson_gaussian,0.031861028567443106,0.40862956846757054
yolo11x,000000152771,4,2/255,0.25,0.45,rcp,0.39021815507392943,0.0,0.0,845.1742986440659,salt_and_pepper,0.03166766138081141,0.40887746827393906
yolo11x,000000152771,4,2/255,0.25,0.45,rcp,0.3897874544187869,0.0,0.0,606.2335956494013,uniform,0.03179833441882937,0.40861856821088466
yolo11x,000000152771,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,210.99882356325784,laplace,0.037825584411621094,0.37526988983154297
yolo11x,000000152771,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,104.17749611536662,normal,0.03333854675292969,0.3905048370361328
yolo11x,000000152771,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,650.5174283583959,poisson,1.0,0.0
yolo11x,000000152771,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,1025.7435441811879,poisson_gaussian,1.0,0.0
yolo11x,000000152771,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,103.96451421578725,salt_and_pepper,0.03333854675292969,0.3905048370361328
yolo11x,000000152771,5,1/255,0.25,0.45,odpv,0.0,0.0,0.0,104.31396861871083,uniform,0.03731822967529297,0.3803730010986328
yolo11x,000000152771,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,863.006684422493,laplace,0.03175575467262749,0.4087290369706824
yolo11x,000000152771,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,832.1520057519277,normal,0.031663257606114485,0.4092013348366926
yolo11x,000000152771,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1179.1095736026764,poisson,0.03179255041002387,0.4084940866444569
yolo11x,000000152771,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,1611.589782277743,poisson_gaussian,0.03177114863480817,0.40881610281141734
yolo11x,000000152771,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,843.5754257837931,salt_and_pepper,0.031627057031148105,0.4093869374559538
yolo11x,000000152771,5,1/255,0.25,0.45,rcp,0.0,0.0,0.0,608.8415072758993,uniform,0.03165505095449414,0.40940659301999405
yolo11x,000000152771,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,859.9242323637009,laplace,0.031948637037597385,0.4076927827231861
yolo11x,000000152771,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,852.4907230933508,normal,0.03171501395626117,0.40894912000570677
yolo11x,000000152771,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1333.0062739054363,poisson,0.03185492318476125,0.4079978135210767
yolo11x,000000152771,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,1730.5240526994069,poisson_gaussian,0.031861028567443106,0.40862956846757054
yolo11x,000000152771,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,845.1742986440659,salt_and_pepper,0.03166766138081141,0.40887746827393906
yolo11x,000000152771,5,2/255,0.25,0.45,rcp,0.0,0.0,0.0,606.2335956494013,uniform,0.03179833441882937,0.40861856821088466
yolo11x,000000172330,0,1/255,0.25,0.45,odpv,0.9290529489517212,0.9290529489517212,0.9290529489517212,323.1521167755127,laplace,0.09146499633789062,0.7910995483398438
yolo11x,000000172330,0,1/255,0.25,0.45,odpv,0.9252734184265137,0.9252734184265137,0.9252734184265137,159.34869295358658,normal,0.09122180938720703,0.8290834426879883
yolo11x,000000172330,0,1/255,0.25,0.45,odpv,0.0,0.0,0.0,313.11858850717545,poisson,1.0,0.0
yolo11x,000000172330,0,1/255,0.25,0.45,odpv,0.0,0.0,0.0,250.78144937753677,poisson_gaussian,1.0,0.0
yolo11x,000000172330,0,1/255,0.25,0.45,odpv,0.9252734184265137,0.9252734184265137,0.9252734184265137,160.07742059230804,salt_and_pepper,0.09122180938720703,0.8290834426879883
yolo11x,000000172330,0,1/255,0.25,0.45,odpv,0.9252734184265137,0.9252734184265137,0.9252734184265137,160.21895676851273,uniform,0.09122180938720703,0.8151073455810547
yolo11x,000000172330,0,1/255,0.25,0.45,rcp,0.9408018268799446,0.9408018268799446,0.9408018268799446,1321.6446133852005,laplace,0.08988584752677863,0.852744297961052
yolo11x,000000172330,0,1/255,0.25,0.45,rcp,0.9418519149289633,0.9418519149289633,0.9418519149289633,1311.5253611207008,normal,0.08972273615535394,0.8563471186907132
yolo11x,000000172330,0,1/255,0.25,0.45,rcp,0.941316736419987,0.941316736419987,0.941316736419987,1749.8545659184456,poisson,0.08985212090572929,0.8549043054713984
yolo11x,000000172330,0,1/255,0.25,0.45,rcp,0.9413054331063483,0.9413054331063483,0.9413054331063483,2451.5505827069283,poisson_gaussian,0.08989305725031936,0.85471901605592
yolo11x,000000172330,0,1/255,0.25,0.45,rcp,0.9423300108594264,0.9423300108594264,0.9423300108594264,1218.8004231452942,salt_and_pepper,0.08969150762799592,0.8566410240117863
