model,image,gt_index,epsilon,conf_threshold,iou_threshold,method,target_method,iou_0.5,iou_0.7,iou,time,iou_0.5_target,iou_0.7_target,iou_target,delta_0.5,delta_0.7,delta,TP_0.5,TP_0.7,FP_0.5,FP_0.7,FN_0.5,FN_0.7,TN_0.5,TN_0.7
yolo11x,7088,1,1/255,0.25,0.65,odpv,pgd,0.0,0.0,0.0,147.5754747390747,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,7088,1,1/255,0.25,0.65,odpv,square_attack,0.0,0.0,0.0,147.5754747390747,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.25,0.65,odpv,rcp,0.0,0.0,0.0,147.5754747390747,0.8572189657371775,0.8572189657371775,0.8572189657371775,0.8572189657371775,0.8572189657371775,0.8572189657371775,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.45,0.25,rcp,pgd,0.8573599331244378,0.8573599331244378,0.8573599331244378,1271.3845571875572,0.0,0.0,0.0,0.8573599331244378,0.8573599331244378,0.8573599331244378,False,False,True,True,False,False,False,False
yolo11x,7088,1,1/255,0.45,0.25,rcp,square_attack,0.8573599331244378,0.8573599331244378,0.8573599331244378,1271.3845571875572,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.011840092407122138,0.011840092407122138,0.011840092407122138,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.45,0.25,rcp,rcp,0.8573599331244378,0.8573599331244378,0.8573599331244378,1271.3845571875572,0.8573599331244378,0.8573599331244378,0.8573599331244378,0.0,0.0,0.0,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.45,0.25,odpv,pgd,0.0,0.0,0.0,208.20573216676712,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,7088,1,1/255,0.45,0.25,odpv,square_attack,0.0,0.0,0.0,208.20573216676712,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.45,0.25,odpv,rcp,0.0,0.0,0.0,208.20573216676712,0.8573599331244378,0.8573599331244378,0.8573599331244378,0.8573599331244378,0.8573599331244378,0.8573599331244378,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.45,0.45,rcp,pgd,0.8572617032785632,0.8572617032785632,0.8572617032785632,1269.7048522233963,0.0,0.0,0.0,0.8572617032785632,0.8572617032785632,0.8572617032785632,False,False,True,True,False,False,False,False
yolo11x,7088,1,1/255,0.45,0.45,rcp,square_attack,0.8572617032785632,0.8572617032785632,0.8572617032785632,1269.7048522233963,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.01174186256124754,0.01174186256124754,0.01174186256124754,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.45,0.45,rcp,rcp,0.8572617032785632,0.8572617032785632,0.8572617032785632,1269.7048522233963,0.8572617032785632,0.8572617032785632,0.8572617032785632,0.0,0.0,0.0,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.45,0.45,odpv,pgd,0.0,0.0,0.0,145.84854811429977,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,7088,1,1/255,0.45,0.45,odpv,square_attack,0.0,0.0,0.0,145.84854811429977,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.45,0.45,odpv,rcp,0.0,0.0,0.0,145.84854811429977,0.8572617032785632,0.8572617032785632,0.8572617032785632,0.8572617032785632,0.8572617032785632,0.8572617032785632,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.45,0.65,rcp,pgd,0.8567976621572201,0.8567976621572201,0.8567976621572201,1232.1655073165894,0.0,0.0,0.0,0.8567976621572201,0.8567976621572201,0.8567976621572201,False,False,True,True,False,False,False,False
yolo11x,7088,1,1/255,0.45,0.65,rcp,square_attack,0.8567976621572201,0.8567976621572201,0.8567976621572201,1232.1655073165894,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.011277821439904412,0.011277821439904412,0.011277821439904412,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.45,0.65,rcp,rcp,0.8567976621572201,0.8567976621572201,0.8567976621572201,1232.1655073165894,0.8567976621572201,0.8567976621572201,0.8567976621572201,0.0,0.0,0.0,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.45,0.65,odpv,pgd,0.0,0.0,0.0,146.79886877536774,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,7088,1,1/255,0.45,0.65,odpv,square_attack,0.0,0.0,0.0,146.79886877536774,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.45,0.65,odpv,rcp,0.0,0.0,0.0,146.79886877536774,0.8567976621572201,0.8567976621572201,0.8567976621572201,0.8567976621572201,0.8567976621572201,0.8567976621572201,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.65,0.25,rcp,pgd,0.8571654407851114,0.8571654407851114,0.8571654407851114,1222.7531120181084,0.0,0.0,0.0,0.8571654407851114,0.8571654407851114,0.8571654407851114,False,False,True,True,False,False,False,False
yolo11x,7088,1,1/255,0.65,0.25,rcp,square_attack,0.8571654407851114,0.8571654407851114,0.8571654407851114,1222.7531120181084,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.011645600067795692,0.011645600067795692,0.011645600067795692,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.65,0.25,rcp,rcp,0.8571654407851114,0.8571654407851114,0.8571654407851114,1222.7531120181084,0.8571654407851114,0.8571654407851114,0.8571654407851114,0.0,0.0,0.0,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.65,0.25,odpv,pgd,0.0,0.0,0.0,212.35178714990616,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,7088,1,1/255,0.65,0.25,odpv,square_attack,0.0,0.0,0.0,212.35178714990616,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.65,0.25,odpv,rcp,0.0,0.0,0.0,212.35178714990616,0.8571654407851114,0.8571654407851114,0.8571654407851114,0.8571654407851114,0.8571654407851114,0.8571654407851114,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.65,0.45,rcp,pgd,0.8572706232786494,0.8572706232786494,0.8572706232786494,1267.925150692463,0.0,0.0,0.0,0.8572706232786494,0.8572706232786494,0.8572706232786494,False,False,True,True,False,False,False,False
yolo11x,7088,1,1/255,0.65,0.45,rcp,square_attack,0.8572706232786494,0.8572706232786494,0.8572706232786494,1267.925150692463,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.011750782561333772,0.011750782561333772,0.011750782561333772,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.65,0.45,rcp,rcp,0.8572706232786494,0.8572706232786494,0.8572706232786494,1267.925150692463,0.8572706232786494,0.8572706232786494,0.8572706232786494,0.0,0.0,0.0,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.65,0.45,odpv,pgd,0.0,0.0,0.0,145.735744535923,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,7088,1,1/255,0.65,0.45,odpv,square_attack,0.0,0.0,0.0,145.735744535923,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.65,0.45,odpv,rcp,0.0,0.0,0.0,145.735744535923,0.8572706232786494,0.8572706232786494,0.8572706232786494,0.8572706232786494,0.8572706232786494,0.8572706232786494,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.65,0.65,rcp,pgd,0.8572879114434248,0.8572879114434248,0.8572879114434248,1254.2309619784355,0.0,0.0,0.0,0.8572879114434248,0.8572879114434248,0.8572879114434248,False,False,True,True,False,False,False,False
yolo11x,7088,1,1/255,0.65,0.65,rcp,square_attack,0.8572879114434248,0.8572879114434248,0.8572879114434248,1254.2309619784355,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.011768070726109081,0.011768070726109081,0.011768070726109081,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.65,0.65,rcp,rcp,0.8572879114434248,0.8572879114434248,0.8572879114434248,1254.2309619784355,0.8572879114434248,0.8572879114434248,0.8572879114434248,0.0,0.0,0.0,True,True,False,False,False,False,False,False
yolo11x,7088,1,1/255,0.65,0.65,odpv,pgd,0.0,0.0,0.0,146.23575699329376,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True
yolo11x,7088,1,1/255,0.65,0.65,odpv,square_attack,0.0,0.0,0.0,146.23575699329376,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,0.8455198407173157,False,False,False,False,True,True,False,False
yolo11x,7088,1,1/255,0.65,0.65,odpv,rcp,0.0,0.0,0.0,146.23575699329376,0.8572879114434248,0.8572879114434248,0.8572879114434248,0.8572879114434248,0.8572879114434248,0.8572879114434248,False,False,False,False,True,True,False,False
yolo11x,7088,2,1/255,0.25,0.25,rcp,pgd,0.9438839786111648,0.9438839786111648,0.9438839786111648,1233.3229507803917,0.0,0.0,0.4634401798248291,0.9438839786111648,0.9438839786111648,0.4804437987863357,False,False,True,True,False,False,False,False
yolo11x,7088,2,1/255,0.25,0.25,rcp,square_attack,0.9438839786111648,0.9438839786111648,0.9438839786111648,1233.3229507803917,0.9336803555488586,0.9336803555488586,0.9336803555488586,0.010203623062306155,0.010203623062306155,0.010203623062306155,True,True,False,False,False,False,False,False
yolo11x,7088,2,1/255,0.25,0.25,rcp,rcp,0.9438839786111648,0.9438839786111648,0.9438839786111648,1233.3229507803917,0.9438839786111648,0.9438839786111648,0.9438839786111648,0.0,0.0,0.0,True,True,False,False,False,False,False,False
yolo11x,7088,2,1/255,0.25,0.25,odpv,pgd,0.0,0.0,0.0,299.30053794384,0.0,0.0,0.4634401798248291,0.0,0.0,0.4634401798248291,False,False,False,False,False,False,True,True
